permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_origin,route_intersection_origin_x_coords,route_intersection_origin_y_coords,route_intersection_1,route_intersection_1_x_coords,route_intersection_1_y_coords,route_intersection_2,route_intersection_2_x_coords,route_intersection_2_y_coords,route_intersection_3,route_intersection_3_x_coords,route_intersection_3_y_coords,route_intersection_4,route_intersection_4_x_coords,route_intersection_4_y_coords,route_intersection_5,route_intersection_5_x_coords,route_intersection_5_y_coords,route_intersection_6,route_intersection_6_x_coords,route_intersection_6_y_coords,route_intersection_7,route_intersection_7_x_coords,route_intersection_7_y_coords,route_intersection_8,route_intersection_8_x_coords,route_intersection_8_y_coords,route_intersection_9,route_intersection_9_x_coords,route_intersection_9_y_coords,route_intersection_10,route_intersection_10_x_coords,route_intersection_10_y_coords,route_intersection_11,route_intersection_11_x_coords,route_intersection_11_y_coords,route_intersection_12,route_intersection_12_x_coords,route_intersection_12_y_coords,route_intersection_13,route_intersection_13_x_coords,route_intersection_13_y_coords,route_intersection_14,route_intersection_14_x_coords,route_intersection_14_y_coords,route_intersection_15,route_intersection_15_x_coords,route_intersection_15_y_coords,route_intersection_16,route_intersection_16_x_coords,route_intersection_16_y_coords,route_intersection_17,route_intersection_17_x_coords,route_intersection_17_y_coords,route_intersection_18,route_intersection_18_x_coords,route_intersection_18_y_coords,route_intersection_19,route_intersection_19_x_coords,route_intersection_19_y_coords,route_intersection_20,route_intersection_20_x_coords,route_intersection_20_y_coords,route_intersection_21,route_intersection_21_x_coords,route_intersection_21_y_coords,route_intersection_22,route_intersection_22_x_coords,route_intersection_22_y_coords,route_intersection_23,route_intersection_23_x_coords,route_intersection_23_y_coords
e24-077658,2024,09/15/2024,09/21/2024,KALMAR RT240 REACHLIFT W/ATTACHMENTS,California,Camp Roberts,Seal Beach,* from camp roberts main gate e/b on ramp - 101s - 046e - 005s - to templin highway w/b off ramp (exit #183) -detour via ramps-  from templin highway e/b on ramp - 005s - 405s - to sunset blvd w/b off ramp (exit # 57) ** from wilshire blvd e/b on ramp - 405s - 605n - to katella ave e/b off ramp (exit #1b) *,"camp roberts main gate e Camp Roberts, California",camp roberts main gate e and US-101,-120.7427329,35.7992084,SR-46 AND US-101,-120.685089,35.642589,I-5 AND SR-46,-119.653306,35.616297,I-5 AND TEMPLIN HIGHWAY W/B OFF RAMP ( #183),,,TEMPLIN HIGHWAY W/B OFF RAMP ( #183) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND TEMPLIN HIGHWAY E/B ON RAMP,,,TEMPLIN HIGHWAY E/B ON RAMP AND I-5,,,I-5 AND I-405,-117.731998,33.640746,I-405 AND SUNSET BLVD W/B OFF RAMP ( # 57) ** FROM WILSHIRE BLVD E/B ON RAMP,,,SUNSET BLVD W/B OFF RAMP ( # 57) ** FROM WILSHIRE BLVD E/B ON RAMP AND I-405,,,I-405 AND I-605,-118.0938338,33.7863509,I-605 AND KATELLA AVE E/B OFF RAMP ( #1B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-023862,2024,03/28/2024,04/03/2024,4515 -  Crated CNC Machine,California,Buena Park,Montebello,* from knott ave s/b on ramp - 091w - 605n - to slauson ave exit (pioneer blvd e/b off ramp(slauson) exit number 13) *,"knott ave Buena Park, California",knott ave and SR-91,-118.0112094,33.8559432,SR-91 AND I-605,-118.102481,33.876401,I-605 AND SLAUSON AVE  (PIONEER BLVD E/B OFF RAMP(SLAUSON)  NUMBER 13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001590,2024,01/09/2024,01/15/2024,651 SCRAPER,California,Corona,Compton,* from maple st s/b on ramp - 091w - 071n - 060w - to azusa ave exit (azusa ave n/b off ramp exit number 18) ** from hacienda blvd s/b on ramp - 060w - 605s - to del amo blvd exit (del amo blvd w/b off ramp exit number 5a) *,"maple st Corona, California",maple st and SR-91,-117.6036729,33.8801296,SR-71 AND SR-91,-117.641555,33.883280,SR-60 AND SR-71,-117.7492327,34.0232317,SR-60 AND AZUSA AVE  (AZUSA AVE N/B OFF RAMP  NUMBER 18) ** FROM HACIENDA BLVD S/B ON RAMP,,,AZUSA AVE  (AZUSA AVE N/B OFF RAMP  NUMBER 18) ** FROM HACIENDA BLVD S/B ON RAMP AND SR-60,,,SR-60 AND I-605,-118.0272198,34.0339903,I-605 AND DEL AMO BLVD  (DEL AMO BLVD W/B OFF RAMP  NUMBER 5A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-054094,2024,06/30/2024,07/06/2024,PT 600 Crusher trl 242,California,Port Hueneme,Taft,* from east vineyard ave - 232n - 118w - 126e - 005n - to templin highway exit (templin highway e/b off ramp exit number 183) -detour via ramps- from templin highway w/b on ramp - 005n - 119w - to orange ave exit *,"east vineyard ave Port Hueneme, California",east vineyard ave and SR-232,-119.164082,34.2440809,SR-118 AND SR-232,-119.135299,34.274015,SR-118 AND SR-126,-119.156358,34.289602,I-5 AND SR-126,-118.6055142,34.4431988,I-5 AND TEMPLIN HIGHWAY  (TEMPLIN HIGHWAY E/B OFF RAMP  NUMBER 183),,,TEMPLIN HIGHWAY  (TEMPLIN HIGHWAY E/B OFF RAMP  NUMBER 183) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND TEMPLIN HIGHWAY W/B ON RAMP,,,TEMPLIN HIGHWAY W/B ON RAMP AND I-5,,,I-5 AND SR-119,-119.224524,35.2670658,SR-119 AND ORANGE AVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-014620,2024,02/29/2024,03/06/2024,LIEBHERR 1200 HOUSE AND CARBODY,California,Stockton,Santa Clara,* from tillie lewis rd - 004e - 005s - to mathews rd w/b off ramp exit 467b) - detour via ramps -  from mathews rd e/b on ramp - 005s - 205w - 580w - 680s - to landess ave exit (montague expwy w/b off ramp) *,"tillie lewis rd Stockton, California",tillie lewis rd and SR-4,-121.3183578,37.9312393,SR-4 AND I-5,-121.300591,37.948246,I-5 AND MATHEWS RD W/B OFF RAMP  467B),,,MATHEWS RD W/B OFF RAMP  467B) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND MATHEWS RD E/B ON RAMP,,,MATHEWS RD E/B ON RAMP AND I-5,,,I-5 AND I-205,-121.3212098,37.7747996,I-205 AND I-580,-121.566683,37.742415,I-580 AND I-680,-121.922687,37.700955,I-680 AND LANDESS AVE  (MONTAGUE EXPWY W/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-030132,2024,04/17/2024,04/23/2024,CAT 623 WATERPULL,California,Desert Hot Springs,Ontario,* from pierson blvd - 062w - 010w - 215n - 015s - 060w - to haven ave exit (haven ave s/b off ramp) - from haven ave s/b on ramp - 060e - to south hamner ave exit (south hamner ave s/b off ramp) *,"pierson blvd Desert Hot Springs, California",pierson blvd and SR-62,-116.5906103,33.9612897,I-10 AND SR-62,-116.604714,33.915269,I-10 AND I-215,-117.2964956,34.0641924,I-15 AND I-215,-117.408750,34.223824,I-15 AND SR-60,-117.550268,34.021768,SR-60 AND HAVEN AVE  (HAVEN AVE S/B OFF RAMP),,,HAVEN AVE  (HAVEN AVE S/B OFF RAMP) AND HAVEN AVE S/B ON RAMP,,,HAVEN AVE S/B ON RAMP AND SR-60,,,SR-60 AND SOUTH HAMNER AVE  (SOUTH HAMNER AVE S/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-041169,2024,05/21/2024,05/27/2024,CAT 390 EXCAVATOR,California,Ontario,Foothill Ranch,* from riverside dr - 83s - 71s - 91w - 55s - 5s - to alton parkway w/b off ramp *,"riverside dr Ontario, California",riverside dr and SR-83,-117.6508,34.0193248,SR-71 AND SR-83,-117.659484,33.930733,SR-71 AND SR-91,-117.641555,33.883280,SR-55 AND SR-91,-117.828515,33.844113,I-5 AND SR-55,-117.833823,33.740668,I-5 AND ALTON PARKWAY W/B OFF RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-077633,2024,09/13/2024,09/19/2024,CAT 583T PIPELAYER W/ATTACHMENTS,California,Lake Forest,State Line,"* from lake forrest dr e/b on ramp - 241n - 91e - to green river rd s/b off ramp (exit 44) *
* from serfas club dr n/b on ramp - 91e - 15n - 395n - 58e - 15n - to baker blvd w/b off ramp (exit 245) *
* baker blvd across 127 *
* from east baker e/b on ramp - 15n - to cima rd e/b off ramp (exit 272) - detour via ramps - from cima rd w/b on ramp - 15n - to nv line *","lake forrest dr Lake Forest, California",lake forrest dr and SR-241,-117.6606537,33.6717515,SR-91 AND SR-241,-117.716682,33.866320,"SR-91 AND GREEN RIVER RD S/B OFF RAMP ( 44) *
* FROM SERFAS CLUB DR N/B ON RAMP",,,"GREEN RIVER RD S/B OFF RAMP ( 44) *
* FROM SERFAS CLUB DR N/B ON RAMP AND SR-91",,,I-15 AND SR-91,-117.547322,33.881866,I-15 AND US-395,-117.401725,34.399341,SR-58 AND US-395,-117.542579,34.996049,I-15 AND SR-58,-117.076548,34.870725,"I-15 AND BAKER BLVD W/B OFF RAMP ( 245) *
* BAKER BLVD ACROSS 127 *
* FROM EAST BAKER E/B ON RAMP",,,"BAKER BLVD W/B OFF RAMP ( 245) *
* BAKER BLVD ACROSS 127 *
* FROM EAST BAKER E/B ON RAMP AND I-15",,,I-15 AND CIMA RD E/B OFF RAMP ( 272),,,CIMA RD E/B OFF RAMP ( 272) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND CIMA RD W/B ON RAMP,,,CIMA RD W/B ON RAMP AND I-15,,,I-15 AND NV LINE,-115.392266,35.6048034,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-010117,2024,02/12/2024,02/18/2024,UNLADEN 6-AXLE COMBO,California,Weaverville,Oregon - 5,* from mountain view st - 299e(eureka way)  - 273n - 005n - to or line 5 exit *,"mountain view st Weaverville, California",mountain view st and SR-299,-122.9328565,40.7255188,SR-273 AND SR-299,-122.376583,40.609427,I-5 AND SR-273,-122.368705,40.630541,I-5 AND OR LINE 5,-122.6154437,42.0053409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-021964,2024,03/22/2024,03/28/2024,sr320 Jawr trl 242,California,Burbank,Romoland,* from alameda ave s/b on ramp - 134w - 170n - 005n - 118e - 210e - 002w - 134e - 210e - 015s - 060e - 215s - to ethanac rd exit (ethanac rd e/b off ramp) *,"alameda ave Burbank, California",alameda ave and SR-134,-118.34134,34.1537733,SR-134 AND SR-170,-118.377001,34.153721,I-5 AND SR-170,-118.4101239,34.2330844,I-5 AND SR-118,-118.4435609,34.2667135,SR-118 AND SR-210,-118.407578,34.288108,SR-2 AND SR-210,-118.2175196,34.2074836,SR-2 AND SR-134,-118.226278,34.1467022,SR-134 AND SR-210,-118.155405,34.149743,I-15 AND SR-210,-117.495885,34.136374,I-15 AND SR-60,-117.550268,34.021768,SR-60 AND I-215,-117.357307,33.993341,I-215 AND ETHANAC RD  (ETHANAC RD E/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-074623,2024,09/05/2024,09/11/2024,I-ROCK 2950 CRUSHER                     JC14,California,Ripon,Sacramento,* from 2nd st e/b on ramp - 099n - 120w - 005n - 004e - to el dorado st/center st exit (center st s/b off ramp) * el dorado st uc under 4 * fremont st uc under 5 * pershing ave uc under 5 * from pershing ave e/b on ramp - 005n - to cosumnes river blvd exit (cosumnes river blvd e/b off ramp exit number 510) *,"2nd st Ripon, California",2nd st and SR-99,-121.1240604,37.7374009,SR-99 AND SR-120,-121.191302,37.797509,I-5 AND SR-120,-121.303462,37.787210,SR-4 AND I-5,-121.300591,37.948246,SR-4 AND EL DORADO ST/CENTER ST  (CENTER ST S/B OFF RAMP) * EL DORADO ST UC UNDER 4 * FREMONT ST UC UNDER 5 * PERSHING AVE UC UNDER 5 * FROM PERSHING AVE E/B ON RAMP,,,EL DORADO ST/CENTER ST  (CENTER ST S/B OFF RAMP) * EL DORADO ST UC UNDER 4 * FREMONT ST UC UNDER 5 * PERSHING AVE UC UNDER 5 * FROM PERSHING AVE E/B ON RAMP AND I-5,,,I-5 AND COSUMNES RIVER BLVD  (COSUMNES RIVER BLVD E/B OFF RAMP  NUMBER 510),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-036469,2024,05/10/2024,05/16/2024,UNLADEN 9 AXLE COMBINATION WITH 12' WIDE DECK(270 TRIMET),California,Stockton,Sacramento,* from eight mile rd e/b onramp - 99n - 51n (bus 80/capital city fwy)- to watt ave e/b off ramp exit 14a * watt ave over 51(bus 80/capital city fwy) * watt ave over 80 *,"eight mile rd Stockton, California",eight mile rd and SR-99,-121.2593986,38.0569109,SR-51 AND SR-99,-121.473416,38.559038,SR-51 AND WATT AVE E/B OFF RAMP  14A * WATT AVE OVER 51(BUS 80/CAPITAL CITY FWY) * WATT AVE OVER 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-028568,2024,04/14/2024,04/20/2024,825K COMPACTOR,California,Stockton,Livermore,* from mariposa rd w/b on ramp - 099n - 004w - 005s - 205w - 580w - to vasco rd exit (vasco rd s/b off ramp) *,"mariposa rd Stockton, California",mariposa rd and SR-99,-121.234010,37.933822,SR-4 AND SR-99,-121.235285,37.943993,SR-4 AND I-5,-121.300591,37.948246,I-5 AND I-205,-121.3212098,37.7747996,I-205 AND I-580,-121.566683,37.742415,I-580 AND VASCO RD  (VASCO RD S/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-003425,2024,01/18/2024,01/24/2024,COOLING TOWER,California,Madera,Az,* from ave 12 w/b on ramp - 099s - 058e - 015n - 040e - to az line 40 *,"ave Madera, California",ave 12 and SR-99,-120.022094,36.923858,SR-58 AND SR-99,-119.0395304,35.3526592,I-15 AND SR-58,-117.076548,34.870725,I-15 AND I-40,-117.008954,34.886545,I-40 AND AZ LINE 40,-114.4878107,34.7171822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-010111,2024,02/12/2024,02/18/2024,D6 Cat Dozer,California,Mckinleyville Ca,Fortuna Ca,* from azalea ave/rd 4l810 - 200e - 299w - 101s - to 12th st / riverwalk dr exit (12th st w/b off ramp exit 688) *,"azalea ave Mckinleyville Ca, California",azalea ave and SR-200,-124.0795898,40.9159302,SR-200 AND SR-299,,,US-101 AND SR-299,-124.0830274,40.8967431,SR-12 AND US-101,-122.7154274,38.4311076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-029786,2024,04/16/2024,04/22/2024,MODULAR BUILDING (WCS#1421337),California,Los Angeles,Mira Loma,* from imperial hwy s/b on ramp - 105e - 605n - 060e - to van buren blvd exit (mission blvd n/b off ramp) *,"imperial hwy Los Angeles, California",imperial hwy & I-105,-118.345358,33.930968,I-105 AND I-605,-118.1048384,33.9139358,SR-60 AND I-605,-118.0272198,34.0339903,SR-60 AND VAN BUREN BLVD  (MISSION BLVD N/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-057078,2024,07/11/2024,07/17/2024,Wooden Frame,California,"10611 Prospect Ave, Santee, Ca 92071","9220 Activity Rd, San Diego, Ca 92126",* from magnolia ave n/b on ramp - 052w - 015n - to pomerado rd/miramar rd exit (miramar rd w/b off ramp exit number 14) *,"magnolia ave 10611 Prospect Ave, Santee, Ca 92071, California",magnolia ave and SR-52,-116.9640515,32.8324568,I-15 AND SR-52,-117.120651,32.841860,I-15 AND POMERADO RD/MIRAMAR RD  (MIRAMAR RD W/B OFF RAMP  NUMBER 14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-052251,2024,06/25/2024,07/01/2024,350 EXCAVATOR,California,San Quentin,Sunnyvale,* from sir francis drake blvd n/b on ramp - 580e - 080w - 880s - 084s - 101s - to lawrence expressway exit (lawrence expwy w/b off ramp) *,"sir francis drake blvd San Quentin, California",sir francis drake blvd and I-580,-122.4907128,37.9460084,I-80 AND I-580,-122.308629,37.889281,I-80 AND I-880,-122.2936744,37.8287862,SR-84 AND I-880,-122.030405,37.555958,SR-84 AND US-101,-122.180686,37.483381,US-101 AND LAWRENCE EXPRESSWAY  (LAWRENCE EXPWY W/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-023345,2024,03/26/2024,04/01/2024,CAT D8T,California,Woodland,Boca,* from co rd 29 w/b on ramp - 113n - 005n - to rte 113 north/yuba city exit (east st w/b off ramp exit number 538) -from east st w/b on ramp - 005s - 080e - to hirschdale rd exit (hirschdale rd n/b off ramp exit number 194) *,"co rd Woodland, California",co rd 29 and SR-113,-121.767212,38.590234,I-5 AND SR-113,-121.751637,38.685321,I-5 AND SR-113,-121.751637,38.685321,SR-113 AND EAST ST W/B ON RAMP,,,EAST ST W/B ON RAMP AND I-5,,,I-5 AND I-80,-121.5171204,38.6248864,I-80 AND HIRSCHDALE RD  (HIRSCHDALE RD N/B OFF RAMP  NUMBER 194),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-031074,2024,04/22/2024,04/28/2024,SWATHER,California,Woodland,Elk Creek,* from west st e/b on ramp - 005n - 162w - to co rd 306(east jct) exit (co rd 306(east jct)) *,"west st Woodland, California",west st and I-5,-121.7839318,38.7030896,I-5 AND SR-162,-122.2147204,39.524194,SR-162 AND CO RD 306(EAST JCT)  (CO RD 306(EAST JCT)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-002119,2024,01/12/2024,01/18/2024,ONE (1) DRONE WING,California,Alameda,Nevada State Line,* from 29th ave e/b on ramp - 880s - 238s - 580e -5s - 223e - 58e - 15n - to nv line 15 exit *,"29th ave Alameda, California",29th ave and I-880,-122.2334309,37.7750177,SR-238 AND I-880,-122.134700,37.689526,SR-238 AND I-580,-122.097650,37.690007,I-5 AND I-580,-121.340756,37.596558,I-5 AND SR-223,-119.1629213,35.209104,SR-58 AND SR-223,-118.658242,35.264251,I-15 AND SR-58,-117.076548,34.870725,I-15 AND NV LINE 15,-115.392266,35.6048034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-015603,2024,02/29/2024,03/06/2024,824C WHEEL DOZER,California,Irvine,Eastvale,* from sand canyon ave w/b on ramp - 005n - 055n - 091e - to green river rd exit (green river rd s/b off ramp) ** from serfas club dr n/b on ramp - 091e - 015n - to limonite ave exit (limonite ave e/b off ramp) *,"sand canyon ave Irvine, California",sand canyon ave and I-5,-117.7581685,33.6777738,I-5 AND SR-55,-117.833823,33.740668,SR-55 AND SR-91,-117.828515,33.844113,SR-91 AND GREEN RIVER RD  (GREEN RIVER RD S/B OFF RAMP) ** FROM SERFAS CLUB DR N/B ON RAMP,,,GREEN RIVER RD  (GREEN RIVER RD S/B OFF RAMP) ** FROM SERFAS CLUB DR N/B ON RAMP AND SR-91,,,I-15 AND SR-91,-117.547322,33.881866,I-15 AND LIMONITE AVE  (LIMONITE AVE E/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-015051,2024,02/29/2024,03/06/2024,DA 45 TRUCK,California,Indio,Fontana,* from alabama st s/b on ramp - 010w - to cherry ave exit (cherry ave n/b off ramp) *,"alabama st Indio, California",alabama st and I-10,-117.2087586,34.066649,I-10 AND CHERRY AVE  (CHERRY AVE N/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-002048,2024,01/10/2024,01/16/2024,D8 CAT DOZER,California,San Leandro,Sunol,* from marina blvd w/b on ramp - 880s - 238s - 580e - to el charro rd exit (el charro rd s/b off ramp exit number 48) *,"marina blvd San Leandro, California",marina blvd and I-880,-122.1666759,37.7105481,SR-238 AND I-880,-122.134700,37.689526,SR-238 AND I-580,-122.097650,37.690007,I-580 AND EL CHARRO RD  (EL CHARRO RD S/B OFF RAMP  NUMBER 48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001657,2024,01/10/2024,01/16/2024,Powerscreen Trakpactor 320SR Screen,California,Camarillo,Santa Barbara,* from las posas rd e/b on ramp - 101n - 126e - 005n - to templin highway exit (templin highway e/b off ramp exit number 183) - detour via ramps - from templin highway w/b on ramp - 005n - 046w - to 24th st exit (24th st) ** from spring st(s jct) on ramp - 101s - 154e - to stagecoach rd(west jct) exit (stagecoach rd(west jct)) *,"las posas rd Camarillo, California",las posas rd and US-101,-119.0698288,34.2192054,US-101 AND SR-126,-119.240789,34.264872,I-5 AND SR-126,-118.6055142,34.4431988,I-5 AND TEMPLIN HIGHWAY  (TEMPLIN HIGHWAY E/B OFF RAMP  NUMBER 183),,,TEMPLIN HIGHWAY  (TEMPLIN HIGHWAY E/B OFF RAMP  NUMBER 183) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND TEMPLIN HIGHWAY W/B ON RAMP,,,TEMPLIN HIGHWAY W/B ON RAMP AND I-5,,,I-5 AND SR-46,-119.653306,35.616297,SR-24 AND SR-46,,,SR-24 AND US-101,,,US-101 AND SR-154,-120.157734,34.687873,SR-154 AND STAGECOACH RD(WEST JCT)  (STAGECOACH RD(WEST JCT)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000220,2024,01/04/2024,01/10/2024,CAT 631 SCRAPER,California,Stockton,Tracy,* from fresno ave (south) - 004e - 005s - to mathews rd exit (mathews rd w/b off ramp exit number 467b) - detour via ramps - from mathews rd e/b on ramp - 005s - 132e - to koster rd exit (koster rd) *,"fresno ave Stockton, California",fresno ave and SR-4,-121.3121237,37.9328874,SR-4 AND I-5,-121.300591,37.948246,I-5 AND MATHEWS RD  (MATHEWS RD W/B OFF RAMP  NUMBER 467B),,,MATHEWS RD  (MATHEWS RD W/B OFF RAMP  NUMBER 467B) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND MATHEWS RD E/B ON RAMP,,,MATHEWS RD E/B ON RAMP AND I-5,,,I-5 AND SR-132,-121.3430842,37.6377555,SR-132 AND KOSTER RD  (KOSTER RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-016893,2024,03/06/2024,03/12/2024,CAT 390 EXCAVATOR            HARTILLRACKLEYBP9,California,Pleasant Grove,Fairfield,* from riego rd w/b on ramp - 099s - 005n - to rte 113 north/yuba city exit (east st w/b off ramp exit number 538) ** from east st w/b on ramp - 005s - 113s - 080w - to rte 12 east rio vista / suisun pkwy exit (chadbourne rd s/b off ramp) *,"riego rd Pleasant Grove, California",riego rd and SR-99,-121.540639,38.750397,I-5 AND SR-99,-121.540221,38.669260,I-5 AND SR-113,-121.751637,38.685321,I-5 AND SR-113,-121.751637,38.685321,I-5 AND SR-113,-121.751637,38.685321,I-80 AND SR-113,-121.7702521,38.519704,SR-12 AND I-80,-122.093220,38.239532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-006134,2024,01/28/2024,02/03/2024,66 TON CRANE,California,Hanford,Tracy,* from grangeville blvd - 43n - 99n - 152w to delta rd exit * from henry miller ave - 165s - 5n to kasson rd w/b off ramp exit # 457 *,"grangeville blvd Hanford, California",grangeville blvd and SR-43,-119.6009522,36.3425023,SR-43 AND SR-99,-119.628677,36.575668,SR-99 AND SR-152,-120.209553,37.084135,SR-152 AND SR-165,-120.835370,37.056958,I-5 AND SR-165,-120.8404977,36.9302781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-009709,2024,02/09/2024,02/15/2024,* CAT 992 Wheel Loader  (9A-2),California,Indio,Ca/Az Border,* from hargrave st n/b on ramp - 010e - 062e - to az line 62 exit *,"hargrave st Indio, California",hargrave st and I-10,-116.8679559,33.9242618,I-10 AND SR-62,-116.604714,33.915269,SR-62 AND AZ LINE 62,-114.2993208,34.1596529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000537,2024,01/04/2024,01/10/2024,CAT 834B WHEEL DOZER,California,Otay Mesa,Vista,"* from enrico fermi dr n/b on ramp - 011w - 905w - 805n - 015n - 078w - to mar vista dr s/b off ramp *
* from mar vista dr s/b on ramp - 078e - to sycamore ave s/b off ramp *","enrico fermi dr Otay Mesa, California",enrico fermi dr and SR-11,-116.9279141,32.5637075,SR-11 AND SR-905,-116.948392,32.564100,I-805 AND SR-905,-117.0406132,32.5681478,I-15 AND I-805,-117.114120,32.738542,I-15 AND SR-78,-117.351316,33.177050,"SR-78 AND MAR VISTA DR S/B OFF RAMP *
* FROM MAR VISTA DR S/B ON RAMP",,,"MAR VISTA DR S/B OFF RAMP *
* FROM MAR VISTA DR S/B ON RAMP AND SR-78",,,SR-78 AND SYCAMORE AVE S/B OFF RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-000997,2024,01/07/2024,01/13/2024,MODULAR SCHOOL BUILDING,California,"4777 Carpenter Rd, Stockton","5218 Martin Luther King Jr Blvd, Sacramento",* from charter way w/b on ramp - 005n - to twin cities rd exit (twin cities rd e/b off ramp exit number 498) ** from hood franklin rd w/b on ramp - 005n - to elk grove blvd exit (elk grove blvd e/b off ramp exit number 506) ** from laguna blvd w/b on ramp - 005n - to pocket rd exit (meadowview rd e/b off ramp exit number 512) *,"charter way 4777 Carpenter Rd, Stockton, California",charter way and I-5,-121.297544,37.9367855,I-5 AND TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP,,,TWIN CITIES RD  (TWIN CITIES RD E/B OFF RAMP  NUMBER 498) ** FROM HOOD FRANKLIN RD W/B ON RAMP AND I-5,,,I-5 AND ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP,,,ELK GROVE BLVD  (ELK GROVE BLVD E/B OFF RAMP  NUMBER 506) ** FROM LAGUNA BLVD W/B ON RAMP AND I-5,,,I-5 AND POCKET RD  (MEADOWVIEW RD E/B OFF RAMP  NUMBER 512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
