permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_origin,route_intersection_origin_x_coords,route_intersection_origin_y_coords,route_intersection_1,route_intersection_1_x_coords,route_intersection_1_y_coords,route_intersection_2,route_intersection_2_x_coords,route_intersection_2_y_coords,route_intersection_3,route_intersection_3_x_coords,route_intersection_3_y_coords,route_intersection_4,route_intersection_4_x_coords,route_intersection_4_y_coords,route_intersection_5,route_intersection_5_x_coords,route_intersection_5_y_coords,route_intersection_6,route_intersection_6_x_coords,route_intersection_6_y_coords,route_intersection_7,route_intersection_7_x_coords,route_intersection_7_y_coords,route_intersection_8,route_intersection_8_x_coords,route_intersection_8_y_coords,route_intersection_9,route_intersection_9_x_coords,route_intersection_9_y_coords,route_intersection_10,route_intersection_10_x_coords,route_intersection_10_y_coords,route_intersection_11,route_intersection_11_x_coords,route_intersection_11_y_coords,route_intersection_12,route_intersection_12_x_coords,route_intersection_12_y_coords,route_intersection_13,route_intersection_13_x_coords,route_intersection_13_y_coords,route_intersection_14,route_intersection_14_x_coords,route_intersection_14_y_coords,route_intersection_15,route_intersection_15_x_coords,route_intersection_15_y_coords,route_intersection_16,route_intersection_16_x_coords,route_intersection_16_y_coords,route_intersection_17,route_intersection_17_x_coords,route_intersection_17_y_coords,route_intersection_18,route_intersection_18_x_coords,route_intersection_18_y_coords,route_intersection_19,route_intersection_19_x_coords,route_intersection_19_y_coords,route_intersection_20,route_intersection_20_x_coords,route_intersection_20_y_coords,route_intersection_21,route_intersection_21_x_coords,route_intersection_21_y_coords,route_intersection_22,route_intersection_22_x_coords,route_intersection_22_y_coords,route_intersection_23,route_intersection_23_x_coords,route_intersection_23_y_coords
e23-000847,2023,01/08/2023,01/14/2023,F-35 aircraft center FUSELAGE,California,"3520 East Ave M, Palmdale, Ca",Az Line @ I-40,* from ave `m` w/b on ramp - 014n - to business 58 east exit (mojave-barstow hwy (south jct)) - from mojave-barstow hwy(e jct) n/b on ram - 058e - 015n - 040e - to az line 40 exit *,"ave 3520 East Ave M, Palmdale, Ca, California",ave m and SR-14,-118.153236,34.645714,SR-14 AND BUSINESS 58 EAST  (MOJAVE,,,BUSINESS 58 EAST  (MOJAVE AND BARSTOW HWY (SOUTH JCT)),,,BARSTOW HWY (SOUTH JCT)) AND MOJAVE,,,MOJAVE AND BARSTOW HWY(E JCT) N/B ON RAM,,,BARSTOW HWY(E JCT) N/B ON RAM AND SR-58,,,I-15 AND SR-58,-117.076548,34.870725,I-15 AND I-40,-117.008954,34.886545,I-40 AND AZ LINE 40,-114.4878107,34.7171822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000845,2023,01/05/2023,01/11/2023,STRUCTURAL STEEL,California,Az Line,Brawley,* from az line 8 - 008w - 111n - 078w - to rte 111 north exit (n 8th st s/b off ramp) *,"az line Az Line, California",I-8 and Arizona Line,-114.608218,32.698957,I-8 AND SR-111,-115.501143,32.773791,SR-78 AND SR-111,-115.501324,32.978586,SR-78 AND SR-111,-115.501324,32.978586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000846,2023,01/08/2023,01/14/2023,90' WOODEN TELEPHONE POLE,California,Alpine,San Juan Capistrano,* from tavern rd s/b on ramp - 008w - 805n - 005n - 074e - to la pata ave exit (la pata ave/antonio pkwy) *,"tavern rd Alpine, California",tavern rd and I-8,-116.7796368,32.8400159,I-8 AND I-805,-117.131980,32.771822,I-5 AND I-805,-117.040268,32.549777,I-5 AND SR-74,-117.658483,33.502451,SR-74 AND LA PATA AVE  (LA PATA AVE/ANTONIO PKWY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000848,2023,01/06/2023,01/12/2023,MACHINING CENTER,California,Wilmington,Az Line,* from harbor ave - 001s - 710n - 105e - 605n - 210e - 015n - 040e - to az line 40 exit *,"harbor ave Wilmington, California",harbor ave and SR-1,-118.2105041,33.7898182,SR-1 AND I-710,-118.207872,33.789912,I-105 AND I-710,-118.1801015,33.9128225,I-105 AND I-605,-118.1048384,33.9139358,SR-210 AND I-605,-117.957446,34.134298,I-15 AND SR-210,-117.495885,34.136374,I-15 AND I-40,-117.008954,34.886545,I-40 AND AZ LINE 40,-114.4878107,34.7171822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000849,2023,01/06/2023,01/12/2023,D8R CAT DOZER,California,La Quinta,Fontana,* from golf center pkwy n/b on ramp - 010w - to cherry ave exit (cherry ave s/b off ramp) *,"golf center pkwy La Quinta, California",golf center pkwy and I-10,-116.2015041,33.7260409,I-10 AND CHERRY AVE  (CHERRY AVE S/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000858,2023,01/05/2023,01/11/2023,CAT 349 EXCAVATOR - BREAKER DETACHED AND RELOADED,California,Jurupa Valley,Riverside,* from pyrite st s/b on ramp - 060e - to rubidoux blvd exit (rubidoux blvd s/b off ramp) * from rubidoux blvd n/b on ramp - 060e - 215s - to ramona expwy exit (cajalco expwy w/b off ramp) *,"pyrite st Jurupa Valley, California",pyrite st and SR-60,-117.4623716,34.0162158,SR-60 AND RUBIDOUX BLVD  (RUBIDOUX BLVD S/B OFF RAMP) * FROM RUBIDOUX BLVD N/B ON RAMP,,,RUBIDOUX BLVD  (RUBIDOUX BLVD S/B OFF RAMP) * FROM RUBIDOUX BLVD N/B ON RAMP AND SR-60,,,SR-60 AND I-215,-117.357307,33.993341,I-215 AND RAMONA EXPWY  (CAJALCO EXPWY W/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000850,2023,01/08/2023,01/14/2023,GENERATOR,California,Az Line 8,San Diego,* from az line 8 - 8w - 15n - to balboa ave w/b off ramp # 9 *,"az line Az Line 8, California",I-8 and Arizona Line,-114.608218,32.698957,I-8 AND I-15,-117.112371,32.778595,I-15 AND BALBOA AVE W/B OFF RAMP # 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000854,2023,01/08/2023,01/14/2023,GENERATOR,California,Industry,Irvine,* from rose hills rd w/b on ramp - 605n - to peck rd exit (pellissier pl e/b off ramp exit number 18) ** from peck rd w/b on ramp - 605s - 405s - 073s - to jamboree rd exit (jamboree rd e/b off ramp exit number 15) *,"rose hills rd Industry, California",rose hills rd and I-605,-118.0528417,34.0179783,I-605 AND PECK RD  (PELLISSIER PL E/B OFF RAMP  NUMBER 18) ** FROM PECK RD W/B ON RAMP,,,PECK RD  (PELLISSIER PL E/B OFF RAMP  NUMBER 18) ** FROM PECK RD W/B ON RAMP AND I-605,,,I-405 AND I-605,-118.0938338,33.7863509,SR-73 AND I-405,-117.899820,33.687620,SR-73 AND JAMBOREE RD  (JAMBOREE RD E/B OFF RAMP  NUMBER 15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000855,2023,01/08/2023,01/14/2023,GENERATOR ENCLOSURE,California,Industry,Irvine,* from rose hills rd w/b on ramp - 605n - to peck rd exit (pellissier pl e/b off ramp exit number 18) ** from peck rd w/b on ramp - 605s - 405s - 022e - 005s - 133s - 405n - 055s - 073s - to jamboree rd exit (jamboree rd e/b off ramp exit number 15) *,"rose hills rd Industry, California",rose hills rd and I-605,-118.0528417,34.0179783,I-605 AND PECK RD  (PELLISSIER PL E/B OFF RAMP  NUMBER 18) ** FROM PECK RD W/B ON RAMP,,,PECK RD  (PELLISSIER PL E/B OFF RAMP  NUMBER 18) ** FROM PECK RD W/B ON RAMP AND I-605,,,I-405 AND I-605,-118.0938338,33.7863509,SR-22 AND I-405,-118.085186,33.774544,I-5 AND SR-22,-117.876860,33.778977,I-5 AND SR-133,-117.7533201,33.6674393,SR-133 AND I-405,-117.761199,33.651696,SR-55 AND I-405,-117.8722219,33.6873201,SR-55 AND SR-73,-117.8862283,33.6733476,SR-73 AND JAMBOREE RD  (JAMBOREE RD E/B OFF RAMP  NUMBER 15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000853,2023,01/08/2023,01/14/2023,2 EMPTY TANKS END TO END,California,Lodi,Santa Clarita,* from cluff ave - 12w - to victor rd exit * from cherokee ln - 12w - 5s - to rte 126 west/ventura exit (newhall ranch rd e/b off ramp) *,"cluff ave Lodi, California",cluff ave and SR-12,-121.2525771,38.1376264,SR-12 AND VICTOR RD  * FROM CHEROKEE LN,,,VICTOR RD  * FROM CHEROKEE LN AND SR-12,,,I-5 AND SR-12,-121.397983,38.116021,I-5 AND SR-126,-118.6055142,34.4431988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000857,2023,01/05/2023,01/11/2023,"BOGIES, 4 pcs, end-to-end",California,Nv Line 80,Pittsburg,* from nv line 80 - 80w - 680s - 4e - to loveridge rd n/b off ramp exit 24 *,"nv line Nv Line 80, California",I-80 and Nevada Line,-120.0029073,39.4681518,I-80 AND I-680,-122.1379333,38.2163797,SR-4 AND I-680,-122.069861,37.994566,SR-4 AND LOVERIDGE RD N/B OFF RAMP  24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001280,2023,01/09/2023,01/15/2023,100' UTILITY POLE,California,Fresno,Orange,* from ashlan ave e/b on ramp - 099s - 005s - 210e - 057s - 060w - 057s - 091e - 055s - to chapman ave exit (chapman ave w/b off ramp exit number 14) *,"ashlan ave Fresno, California",ashlan ave and SR-99,-119.8654838,36.7935706,I-5 AND SR-99,-121.540221,38.669260,I-5 AND SR-210,-118.4903133,34.3159777,SR-57 AND SR-210,-117.8243558,34.1205105,SR-57 AND SR-60,-117.833789,34.002173,SR-57 AND SR-60,-117.833789,34.002173,SR-57 AND SR-91,-117.875842,33.849768,SR-55 AND SR-91,-117.828515,33.844113,SR-55 AND CHAPMAN AVE  (CHAPMAN AVE W/B OFF RAMP  NUMBER 14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000862,2023,01/05/2023,01/11/2023,CAT 936M WHEEL LOADER W*/ BUCKET ATTACHED,California,Az Line 10,Chester,* from az line 10 - 10w - 215n - 210w - 5n - 99n - 70e - 20e - 70e - 89n - 36e - to watson ave exit (watson ave/lake almanor rd) *,"az line Az Line 10, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-10 AND I-215,-117.2964956,34.0641924,SR-210 AND I-215,-117.319360,34.144444,I-5 AND SR-210,-118.4903133,34.3159777,I-5 AND SR-99,-121.540221,38.669260,SR-70 AND SR-99,-121.543791,38.851378,SR-20 AND SR-70,-121.591129,39.144671,SR-20 AND SR-70,-121.591129,39.144671,SR-70 AND SR-89,-120.983914,40.038765,SR-36 AND SR-89,-121.253436,40.278696,SR-36 AND WATSON AVE  (WATSON AVE/LAKE ALMANOR RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000852,2023,01/05/2023,01/11/2023,DISABLED VACCUUM TRUCK & LEGAL MISC,California,Travis Afb,Az Line,* from walters rd/lawler ranch pkwy - 012w - 080w - 680s - 580e - 005s - 046e - 099s - 058e - 015n - 040e - 095s - 062e - to az line 62 exit *,"walters rd Travis Afb, California",walters rd and SR-12,-121.9897817,38.2402344,SR-12 AND I-80,-122.093220,38.239532,I-80 AND I-680,-122.1379333,38.2163797,I-580 AND I-680,-121.922687,37.700955,I-5 AND I-580,-121.340756,37.596558,I-5 AND SR-46,-119.653306,35.616297,SR-46 AND SR-99,-119.2112125,35.6017319,SR-58 AND SR-99,-119.0395304,35.3526592,I-15 AND SR-58,-117.076548,34.870725,I-15 AND I-40,-117.008954,34.886545,I-40 AND US-95,-114.5969206,34.8240555,SR-62 AND US-95,-114.574251,34.188511,SR-62 AND AZ LINE 62,-114.2993208,34.1596529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000859,2023,01/08/2023,01/14/2023,1/STEEL BARGE SECTION,California,Az Line/I40,Long Beach,* from az line 40 - 40w - 15s - 210w - 605s - 105w - 710s - to long beach blvd w/b off ramp exit 7b *,"az line Az Line/I40, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-15 AND I-40,-117.008954,34.886545,I-15 AND SR-210,-117.495885,34.136374,SR-210 AND I-605,-117.957446,34.134298,I-105 AND I-605,-118.1048384,33.9139358,I-105 AND I-710,-118.1801015,33.9128225,I-710 AND LONG BEACH BLVD W/B OFF RAMP  7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000861,2023,01/08/2023,01/14/2023,GENERATOR ENCLOSURE,California,Irvine,Industry,* from jamboree rd e/b on ramp - 405s - 133n - 005n - to state college blvd exit (state college blvd w/b off ramp exit number 107c) * from state college blvd w/b on ramp - 005s - 022w - 405n - 605n - to rose hills rd exit (shepard st e/b off ramp exit number 17) *,"jamboree rd Irvine, California",jamboree rd and I-405,-117.8435888,33.676787,SR-133 AND I-405,-117.761199,33.651696,I-5 AND SR-133,-117.7533201,33.6674393,I-5 AND STATE COLLEGE BLVD  (STATE COLLEGE BLVD W/B OFF RAMP  NUMBER 107C) * FROM STATE COLLEGE BLVD W/B ON RAMP,,,STATE COLLEGE BLVD  (STATE COLLEGE BLVD W/B OFF RAMP  NUMBER 107C) * FROM STATE COLLEGE BLVD W/B ON RAMP AND I-5,,,I-5 AND SR-22,-117.876860,33.778977,SR-22 AND I-405,-118.085186,33.774544,I-405 AND I-605,-118.0938338,33.7863509,I-605 AND ROSE HILLS RD  (SHEPARD ST E/B OFF RAMP  NUMBER 17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000865,2023,01/05/2023,01/11/2023,UNLADEN,California,Chester,Az Line 10,* from watson ave/lake almanor rd - 36w - 89s - 70w - 20w - 70w - 99s - 5s - 210e - 215s - 10e - to az line 10 exit *,"watson ave Chester, California",watson ave and SR-36,-121.2410008,40.2947841,SR-36 AND SR-89,-121.253436,40.278696,SR-70 AND SR-89,-120.983914,40.038765,SR-20 AND SR-70,-121.591129,39.144671,SR-20 AND SR-70,-121.591129,39.144671,SR-70 AND SR-99,-121.543791,38.851378,I-5 AND SR-99,-121.540221,38.669260,I-5 AND SR-210,-118.4903133,34.3159777,SR-210 AND I-215,-117.319360,34.144444,I-10 AND I-215,-117.2964956,34.0641924,I-10 AND AZ LINE 10,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000894,2023,01/06/2023,01/12/2023,CAT 374 EXCAVATOR (L61),California,Stockton,Clovis,* from holt brothers tractor - 4e - 5s - to mathews rd w/b off ramp exit #467b - detour via ramps - from mathews rd e/b on ramp - 5s - to manning ave e/b off ramp exit #365 * manning ave across 33 * manning ave across 145 * from manning ave - 41n - to central ave exit (central ave) * central ave oc over 99 * from clovis ave n/b on ramp - 180w - 168e - to herndon ave s/b off ramp) * clovis ave uc under 168 *,"holt brothers tractor Stockton, California",holt brothers tractor and SR-4,-121.308179,37.933955,SR-4 AND I-5,-121.300591,37.948246,I-5 AND MATHEWS RD W/B OFF RAMP  #467B,,,MATHEWS RD W/B OFF RAMP  #467B AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND MATHEWS RD E/B ON RAMP,,,MATHEWS RD E/B ON RAMP AND I-5,,,I-5 AND MANNING AVE E/B OFF RAMP  #365 * MANNING AVE ACROSS 33 * MANNING AVE ACROSS 145 * FROM MANNING AVE,,,MANNING AVE E/B OFF RAMP  #365 * MANNING AVE ACROSS 33 * MANNING AVE ACROSS 145 * FROM MANNING AVE AND SR-41,,,SR-41 AND CENTRAL AVE  (CENTRAL AVE) * CENTRAL AVE OC OVER 99 * FROM CLOVIS AVE N/B ON RAMP,,,CENTRAL AVE  (CENTRAL AVE) * CENTRAL AVE OC OVER 99 * FROM CLOVIS AVE N/B ON RAMP AND SR-180,,,SR-168 AND SR-180,-117.152838,32.808854,SR-168 AND HERNDON AVE S/B OFF RAMP) * CLOVIS AVE UC UNDER 168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000832,2023,01/05/2023,01/11/2023,TRANSCOWL DOOR ASSEMBLY,California,Az Line @ I-10,"5721 W Imperial Hwy, Los Angeles, Ca",* from az line 10 - 010w - to ford dry lake rd exit (ford dry lake rd n/b off ramp exit number 217) - detour via ramps - from ford dry lake rd s/b on ramp - 010w - 605s - 105w - to la cienega blvd exit (imperial hwy n/b off ramp exit number 2a) *,"az line Az Line @ I-10, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-10 AND FORD DRY LAKE RD  (FORD DRY LAKE RD N/B OFF RAMP  NUMBER 217),,,FORD DRY LAKE RD  (FORD DRY LAKE RD N/B OFF RAMP  NUMBER 217) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND FORD DRY LAKE RD S/B ON RAMP,,,FORD DRY LAKE RD S/B ON RAMP AND I-10,,,I-10 AND I-605,-118.0000932,34.0650647,I-105 AND I-605,-118.1048384,33.9139358,I-105 AND LA CIENEGA BLVD  (SR-99 N/B OFF RAMP  NUMBER 2A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-014141,2024,02/28/2024,03/05/2024,CAT D8 DOZER,California,Woodland,Auburn,* from west st e/b on ramp - 5s - 80e - 49n - to atwood rd exit *,"west st Woodland, California",west st and I-5,-121.7839318,38.7030896,I-5 AND I-80,-121.5171204,38.6248864,SR-49 AND I-80,-121.0747006,38.9002061,SR-49 AND ATWOOD RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-005701,2024,01/24/2024,01/30/2024,JOHN DEERE 850K LGP DOZER,California,Del Mar,Lakeside,* from del mar heights rd w/b on ramp - 005s - 805s - 052e - 067n - to mapleview st exit (mapleview st/lake jennings park rd) *,"del mar heights rd Del Mar, California",del mar heights rd and I-5,-117.2437013,32.9499944,I-5 AND I-805,-117.040268,32.549777,SR-52 AND I-805,-117.1780977,32.8474801,SR-52 AND SR-67,-116.962491,32.8322913,SR-67 AND MAPLEVIEW ST  (MAPLEVIEW ST/LAKE JENNINGS PARK RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-075169,2024,09/06/2024,09/12/2024,155 KOMATSU DOZER WITH RIPPER,California,Porterville,Porterville,* from worth rd/rd 284 - 190e - to rd 320/rd m176/river island exit (rd 320/rd m176/river island rd) *,"worth rd Porterville, California",worth rd and SR-190,-118.9371633,36.0525608,SR-190 AND RD 320/RD M176/RIVER ISLAND  (RD 320/RD M176/RIVER ISLAND RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-041618,2024,05/22/2024,05/28/2024,CAT 140 BLADE,California,Az State Line,Ontario,* from az line 10 - 010w - to archibald ave exit (archibald ave s/b off ramp) *,"az line Az State Line, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-10 AND ARCHIBALD AVE  (ARCHIBALD AVE S/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-081513,2024,09/24/2024,09/30/2024,325 EXCAVATOR,California,Santa Cruz,Los Gatos,* from granite creek rd w/b on ramp - 017n - to santa cruz ave exit (santa cruz ave w/b off ramp) *,"granite creek rd Santa Cruz, California",granite creek rd and SR-17,-122.0045804,37.0611504,SR-17 AND SANTA CRUZ AVE  (SANTA CRUZ AVE W/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-039578,2024,05/19/2024,05/25/2024,395 EXCAVATOR,California,Pleasant Grove,Rocklin,* from riego rd w/b on ramp - 099s - 005s - 080e - to antelope rd exit (antelope rd s/b off ramp) ** from auburn blvd n/b on ramp - 080e - 065n - to whitney ranch pkwy exit (whitney ranch pkwy e/b off ramp exit number 312) *,"riego rd Pleasant Grove, California",riego rd and SR-99,-121.540639,38.750397,I-5 AND SR-99,-121.540221,38.669260,I-5 AND I-80,-121.5171204,38.6248864,I-80 AND ANTELOPE RD  (ANTELOPE RD S/B OFF RAMP) ** FROM AUBURN BLVD N/B ON RAMP,,,ANTELOPE RD  (ANTELOPE RD S/B OFF RAMP) ** FROM AUBURN BLVD N/B ON RAMP AND I-80,,,SR-65 AND I-80,-121.248770,38.769878,SR-65 AND WHITNEY RANCH PKWY  (WHITNEY RANCH PKWY E/B OFF RAMP  NUMBER 312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-109395,2024,01/01/2024,01/07/2024,SR95 DRILL RIG WITH ATTACHMENTS,California,San Bernadino,Nv Line Hwy 15,* from 2nd st e/b on ramp - 215n - 015n - to nv line 15 exit *,"2nd st San Bernadino, California",2nd st and I-215,-117.301894,34.102708,I-15 AND I-215,-117.408750,34.223824,I-15 AND NV LINE 15,-115.392266,35.6048034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-044807,2024,06/03/2024,06/09/2024,PIONEER CRUSHING PLANT in TOW,California,Westwood,Dunnigan,* from westwood cemetary rd - 036w - 005s - to road 8 exit (co rd 8 e/b off ramp exit number 554) *,"westwood cemetary rd Westwood, California",westwood cemetary rd and SR-36,-120.9672937,40.316518,I-5 AND SR-36,-122.225192,40.180686,I-5 AND ROAD 8  (CO RD 8 E/B OFF RAMP  NUMBER 554),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-001554,2024,01/09/2024,01/15/2024,KOMATSU PC900 EXCAVATOR,California,Lakeside,Lakeside,* from slaughter house cyn rd/griffith rd - 067s - to vigilante rd exit (vigilante rd) * ,"slaughter house cyn rd Lakeside, California",slaughter house cyn rd and SR-67,-116.9429071,32.9068163,SR-67 AND VIGILANTE RD  (VIGILANTE RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-039280,2024,05/15/2024,05/21/2024,75' KELLY BAR,California,Hayward,San Francisco,* from clawiter rd s/b on ramp - 092w - 101n - 380w - 280n - 001n - to judah st exit (judah st @ 19th ave) *,"clawiter rd Hayward, California",clawiter rd and SR-92,-122.1209303,37.628221,SR-92 AND US-101,-122.295864,37.553188,US-101 AND I-380,-122.403327,37.634535,I-280 AND I-380,-122.4309517,37.6272684,SR-1 AND I-280,-122.471526,37.677579,SR-1 AND JUDAH ST  (JUDAH ST @ 19TH AVE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-044613,2024,05/31/2024,06/06/2024,WARRIOR 2400 POWERSCREEN              HH23  & LB92,California,Vernalis,Dixon,* from koster rd - 132w - to chrisman rd exit (chrisman rd n/b off ramp) -detour via ramps-from chrisman rd s/b on ramp - 580w - 680n - 080e - 113s - to industrial way/regency pkwy exit (industrial way) *,"koster rd Vernalis, California",koster rd and SR-132,-121.3243486,37.6379886,SR-132 AND CHRISMAN RD  (CHRISMAN RD N/B OFF RAMP),,,CHRISMAN RD  (CHRISMAN RD N/B OFF RAMP) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND CHRISMAN RD S/B ON RAMP,,,CHRISMAN RD S/B ON RAMP AND I-580,,,I-580 AND I-680,-121.922687,37.700955,I-80 AND I-680,-122.1379333,38.2163797,I-80 AND SR-113,-121.7702521,38.519704,SR-113 AND INDUSTRIAL WAY/REGENCY PKWY  (INDUSTRIAL WAY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-059760,2024,07/20/2024,07/26/2024,988K LOADER,California,San Rafael,Santa Rosa,* from irwin st w/b on ramp - 101n - to hamilton field exit (nave dr e/b off ramp exit number 458) ** from nave dr w/b on ramp - 101n - to railroad ave exit (railroad ave w/b off ramp) ** from stony point rd - 116w - 012e - to fulton rd/wright rd exit (fulton rd/wright rd) *fulton rd oc over hwy 101 * airport blvd (windsor) oc over hwy 101*,"irwin st San Rafael, California",irwin st and US-101,-122.5208091,37.9717083,US-101 AND HAMILTON FIELD  (NAVE DR E/B OFF RAMP  NUMBER 458) ** FROM NAVE DR W/B ON RAMP,,,HAMILTON FIELD  (NAVE DR E/B OFF RAMP  NUMBER 458) ** FROM NAVE DR W/B ON RAMP AND US-101,,,US-101 AND RAILROAD AVE  (RAILROAD AVE W/B OFF RAMP) ** FROM STONY POINT RD,,,RAILROAD AVE  (RAILROAD AVE W/B OFF RAMP) ** FROM STONY POINT RD AND SR-116,,,SR-12 AND SR-116,,,SR-12 AND FULTON RD/WRIGHT RD  (FULTON RD/WRIGHT RD) *FULTON RD OC OVER HWY 101 * AIRPORT BLVD (WINDSOR) OC OVER HWY 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-069459,2024,08/19/2024,08/25/2024,PC900 EXCAVATOR,California,West Sacremento,Rancho Cordova,* from harbor blvd n/b on ramp - 50w - 80w - 113n - 5n - to rte 113 north/yuba city exit (east st w/b off ramp exit 538) - from east st w/b on ramp - 5s - 80e - to sierra college blvd s/b off ramp * from hazel ave s/b on ramp - 50e - to e bidwell st s/b off ramp exit 27 *,"harbor blvd West Sacremento, California",harbor blvd and US-50,-121.548666,38.575016,US-50 AND I-80,-121.563162,38.575806,I-80 AND SR-113,-121.7702521,38.519704,I-5 AND SR-113,-121.751637,38.685321,I-5 AND SR-113,-121.751637,38.685321,SR-113 AND EAST ST W/B ON RAMP,,,EAST ST W/B ON RAMP AND I-5,,,I-5 AND I-80,-121.5171204,38.6248864,I-80 AND SIERRA COLLEGE BLVD S/B OFF RAMP * FROM HAZEL AVE S/B ON RAMP,,,SIERRA COLLEGE BLVD S/B OFF RAMP * FROM HAZEL AVE S/B ON RAMP AND US-50,,,US-50 AND E BIDWELL ST S/B OFF RAMP  27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24-059438,2024,07/20/2024,07/26/2024,IROCK TS-522 SCREEN             SP18,California,Ripon,Arizona Hwy 10,* from main st w/b on ramp - 099n - 120w - 005s - 046e - 099s - 058e - 395s - 015s - 215s - 010e - to az line 10 exit *,"main st Ripon, California",main st and SR-99,-121.121221,37.7396973,SR-99 AND SR-120,-121.191302,37.797509,I-5 AND SR-120,-121.303462,37.787210,I-5 AND SR-46,-119.653306,35.616297,SR-46 AND SR-99,-119.2112125,35.6017319,SR-58 AND SR-99,-119.0395304,35.3526592,SR-58 AND US-395,-117.542579,34.996049,I-15 AND US-395,-117.401725,34.399341,I-15 AND I-215,-117.408750,34.223824,I-10 AND I-215,-117.2964956,34.0641924,I-10 AND AZ LINE 10,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
