dataperiods,modeoftravel,zoneid,zonename,linezonelength(miles),zoneispass-through,zonedirection(degrees),zoneisbi-direction,daytype,daypart,averagedailysegmenttraffic(stlvolume),avgsegmentspeed(mph),avgsegmenttraveltime(sec),freeflowspeed(mph),freeflowfactor,vehiclemilesoftravel(stlvolume),vehiclehoursofdelay(stlvolume),5thspeedpercentile,10thspeedpercentile,15thspeedpercentile,20thspeedpercentile,25thspeedpercentile,30thspeedpercentile,35thspeedpercentile,40thspeedpercentile,45thspeedpercentile,50thspeedpercentile,55thspeedpercentile,60thspeedpercentile,65thspeedpercentile,70thspeedpercentile,75thspeedpercentile,80thspeedpercentile,85thspeedpercentile,90thspeedpercentile,95thspeedpercentile
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 20053622,0.642,yes,233,no,0: All Days (M-Su),0: All Day (12am-12am),116172,61,38,74.106,0.827,74575.9,210.4,29,40,47,51,54,57,59,61,63,64,66,67,69,70,72,73,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 20053622,0.642,yes,233,no,1: Weekday (M-Th),0: All Day (12am-12am),114962,59,39,74.106,0.797,73799.3,253.55,27,37,44,48,51,54,56,58,60,62,63,65,67,68,70,72,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 20053622,0.642,yes,233,no,2: Weekend (Sa-Su),0: All Day (12am-12am),112794,67,35,74.106,0.901,72407.1,107.15,44,54,57,60,62,63,65,66,67,69,70,71,72,73,74,76,77,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 20320245,0.9,yes,203,no,0: All Days (M-Su),0: All Day (12am-12am),72754,71,46,76.373,0.929,65448.2,65.12,58,62,64,66,67,68,69,70,71,72,73,74,75,76,77,78,79,81,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 20320245,0.9,yes,203,no,1: Weekday (M-Th),0: All Day (12am-12am),72784,70,46,76.373,0.916,65475.5,78.83,56,60,63,65,66,67,69,70,71,71,72,73,74,75,76,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 20320245,0.9,yes,203,no,2: Weekend (Sa-Su),0: All Day (12am-12am),68921,73,44,76.373,0.954,62000.5,39.16,62,64,66,68,69,70,71,72,73,73,74,75,76,77,78,79,80,82,84
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 20672772,0.445,yes,228,no,0: All Days (M-Su),0: All Day (12am-12am),76605,64,25,73.198,0.876,34102.4,65.77,38,49,53,56,59,61,62,64,65,67,68,69,70,72,73,74,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 20672772,0.445,yes,228,no,1: Weekday (M-Th),0: All Day (12am-12am),74546,63,26,73.198,0.855,33185.9,77.01,35,46,51,54,57,59,61,62,64,65,66,68,69,70,72,73,75,77,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 20672772,0.445,yes,228,no,2: Weekend (Sa-Su),0: All Day (12am-12am),77630,68,24,73.198,0.93,34558.8,35.81,51,56,59,61,63,65,66,67,68,69,70,72,73,74,75,76,77,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 21141254,0.226,yes,159,no,0: All Days (M-Su),0: All Day (12am-12am),92277,70,12,74.685,0.939,20827.5,18.07,55,59,62,64,65,67,68,69,70,71,72,73,74,75,76,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 21141254,0.226,yes,159,no,1: Weekday (M-Th),0: All Day (12am-12am),95156,69,12,74.685,0.929,21477.4,21.97,54,58,61,63,65,66,67,68,69,70,71,72,73,74,75,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 21141254,0.226,yes,159,no,2: Weekend (Sa-Su),0: All Day (12am-12am),79624,72,11,74.685,0.962,17971.7,9.39,57,62,64,66,67,69,70,71,72,73,74,74,75,76,77,78,80,81,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 21923758,0.53,yes,169,no,0: All Days (M-Su),0: All Day (12am-12am),87352,70,27,74.781,0.938,46320.2,41.28,54,58,61,63,65,66,68,69,70,71,72,73,74,75,77,78,79,81,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 21923758,0.53,yes,169,no,1: Weekday (M-Th),0: All Day (12am-12am),88227,70,27,74.781,0.93,46783.8,47.1,54,57,60,62,64,66,67,68,70,71,72,73,74,75,76,77,79,80,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 21923758,0.53,yes,169,no,2: Weekend (Sa-Su),0: All Day (12am-12am),79921,71,27,74.781,0.955,42379.6,26.56,57,60,62,64,66,68,69,70,71,72,73,74,75,77,78,79,80,82,84
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 21939443,0.47,yes,47,no,0: All Days (M-Su),0: All Day (12am-12am),78219,63,27,73.302,0.865,36750.3,78.54,26,45,52,56,59,61,63,65,66,67,68,69,71,72,73,74,76,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 21939443,0.47,yes,47,no,1: Weekday (M-Th),0: All Day (12am-12am),77693,62,27,73.302,0.84,36503.2,94.54,24,41,50,54,57,59,61,63,64,65,67,68,69,70,71,73,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 21939443,0.47,yes,47,no,2: Weekend (Sa-Su),0: All Day (12am-12am),74749,68,25,73.302,0.928,35119.7,37.05,45,57,60,63,65,66,67,68,69,70,71,72,73,74,75,76,78,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 22304622,0.505,yes,188,no,0: All Days (M-Su),0: All Day (12am-12am),95014,64,28,74.289,0.865,47990.6,100.55,38,49,53,56,59,61,62,64,65,67,68,69,70,72,73,74,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 22304622,0.505,yes,188,no,1: Weekday (M-Th),0: All Day (12am-12am),95235,63,29,74.289,0.849,48102.1,115.13,37,47,51,54,57,59,61,62,64,65,67,68,70,71,72,74,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 22304622,0.505,yes,188,no,2: Weekend (Sa-Su),0: All Day (12am-12am),89039,67,27,74.289,0.897,44972.7,69.71,36,54,58,60,62,64,65,67,68,69,70,71,72,73,75,76,77,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 22523514,0.152,yes,21,no,0: All Days (M-Su),0: All Day (12am-12am),61720,69,8,73.982,0.933,9373.79,9.03,57,59,61,63,64,65,66,67,68,69,70,71,72,73,74,76,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 22523514,0.152,yes,21,no,1: Weekday (M-Th),0: All Day (12am-12am),63528,69,8,73.982,0.926,9648.29,10.36,56,58,60,62,63,64,65,67,68,69,70,71,72,73,74,75,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 22523514,0.152,yes,21,no,2: Weekend (Sa-Su),0: All Day (12am-12am),53946,70,8,73.982,0.95,8193.07,5.84,59,61,63,64,65,66,67,68,69,70,71,72,73,74,75,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 22736179,0.251,yes,351,no,0: All Days (M-Su),0: All Day (12am-12am),87329,63,14,71.185,0.88,21956.0,42.04,45,49,52,54,56,58,59,61,62,63,65,66,67,69,70,72,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 22736179,0.251,yes,351,no,1: Weekday (M-Th),0: All Day (12am-12am),90147,61,15,71.185,0.86,22664.5,52.0,43,47,50,52,54,56,57,59,60,62,63,65,66,68,69,71,73,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 22736179,0.251,yes,351,no,2: Weekend (Sa-Su),0: All Day (12am-12am),76154,66,14,71.185,0.93,19146.5,20.27,53,55,57,59,60,62,63,64,65,66,67,68,70,71,72,74,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23143038,0.153,yes,204,no,0: All Days (M-Su),0: All Day (12am-12am),126610,53,10,70.912,0.754,19336.6,89.11,31,35,38,40,43,45,47,49,52,54,56,58,60,62,64,66,69,72,76
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23143038,0.153,yes,204,no,1: Weekday (M-Th),0: All Day (12am-12am),124300,51,11,70.912,0.724,18983.9,102.12,29,33,36,38,40,43,45,47,49,51,53,55,57,60,62,64,67,70,75
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23143038,0.153,yes,204,no,2: Weekend (Sa-Su),0: All Day (12am-12am),125861,58,10,70.912,0.815,19222.3,61.46,36,41,44,46,49,51,53,55,57,58,60,62,63,65,67,69,72,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23240119,0.17,yes,25,no,0: All Days (M-Su),0: All Day (12am-12am),120294,56,11,70.065,0.795,20506.7,75.37,25,31,35,40,44,48,51,54,57,59,61,63,65,67,69,70,73,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23240119,0.17,yes,25,no,1: Weekday (M-Th),0: All Day (12am-12am),120889,55,11,70.065,0.778,20608.1,84.0,26,30,35,39,42,46,49,52,55,57,59,61,63,65,67,69,71,74,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23240119,0.17,yes,25,no,2: Weekend (Sa-Su),0: All Day (12am-12am),111252,59,10,70.065,0.844,18965.2,49.86,26,34,40,46,50,53,56,59,61,63,64,66,68,70,71,73,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23321749,0.368,yes,46,no,0: All Days (M-Su),0: All Day (12am-12am),121195,59,23,70.695,0.832,44598.0,127.76,34,40,44,48,51,53,55,58,59,61,63,64,66,67,69,70,72,74,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23321749,0.368,yes,46,no,1: Weekday (M-Th),0: All Day (12am-12am),120328,56,24,70.695,0.795,44279.1,162.0,32,37,41,44,47,50,52,54,56,58,60,61,63,65,67,68,70,72,75
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23321749,0.368,yes,46,no,2: Weekend (Sa-Su),0: All Day (12am-12am),115454,65,20,70.695,0.917,42485.4,54.39,45,52,55,58,60,61,63,64,65,66,67,69,70,71,72,73,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23409847,0.139,yes,179,no,0: All Days (M-Su),0: All Day (12am-12am),127719,67,7,74.033,0.908,17703.3,24.08,51,55,57,59,61,63,64,65,67,68,69,71,72,73,74,76,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23409847,0.139,yes,179,no,1: Weekday (M-Th),0: All Day (12am-12am),127731,66,8,74.033,0.897,17705.0,27.56,50,53,56,58,60,62,63,65,66,67,69,70,71,72,74,75,77,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23409847,0.139,yes,179,no,2: Weekend (Sa-Su),0: All Day (12am-12am),120361,69,7,74.033,0.937,16683.4,15.03,55,58,60,62,64,65,66,68,69,70,71,72,73,75,76,77,79,80,83
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23806759,0.499,yes,19,no,0: All Days (M-Su),0: All Day (12am-12am),122799,60,30,71.871,0.832,61314.8,172.01,31,39,45,49,52,55,57,59,61,63,64,66,68,69,70,72,74,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23806759,0.499,yes,19,no,1: Weekday (M-Th),0: All Day (12am-12am),121428,57,32,71.871,0.793,60630.3,219.65,29,36,41,45,48,51,53,55,57,59,61,63,65,67,68,70,72,74,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23806759,0.499,yes,19,no,2: Weekend (Sa-Su),0: All Day (12am-12am),118263,66,27,71.871,0.92,59050.0,71.08,46,53,57,59,61,63,64,66,67,68,69,70,71,72,73,75,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23984319,0.174,yes,12,no,0: All Days (M-Su),0: All Day (12am-12am),107361,59,11,72.09,0.817,18634.4,57.82,29,37,42,47,51,54,56,58,60,62,64,66,67,68,70,71,73,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23984319,0.174,yes,12,no,1: Weekday (M-Th),0: All Day (12am-12am),105997,56,11,72.09,0.772,18397.6,75.33,26,33,38,42,46,49,51,54,56,58,60,62,64,66,68,69,71,73,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 23984319,0.174,yes,12,no,2: Weekend (Sa-Su),0: All Day (12am-12am),104005,66,9,72.09,0.917,18052.0,22.65,48,54,57,60,62,63,64,66,67,68,69,70,71,72,73,74,75,77,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 24020598,0.142,yes,336,no,0: All Days (M-Su),0: All Day (12am-12am),97713,65,8,73.009,0.894,13868.1,22.6,44,51,55,57,59,61,63,64,66,67,68,70,71,72,73,75,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 24020598,0.142,yes,336,no,1: Weekday (M-Th),0: All Day (12am-12am),100757,64,8,73.009,0.882,14300.1,26.3,42,49,53,56,58,60,62,64,65,66,68,69,70,72,73,74,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 24020598,0.142,yes,336,no,2: Weekend (Sa-Su),0: All Day (12am-12am),85350,68,8,73.009,0.926,12113.5,13.18,51,55,58,60,62,64,65,67,68,69,70,71,72,73,75,76,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 24020599,0.295,yes,334,no,0: All Days (M-Su),0: All Day (12am-12am),93502,66,16,74.088,0.894,27551.6,44.02,48,54,56,59,61,62,64,65,66,67,69,70,71,72,74,75,76,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 24020599,0.295,yes,334,no,1: Weekday (M-Th),0: All Day (12am-12am),96203,65,16,74.088,0.881,28347.5,51.44,46,52,55,57,59,61,63,64,65,67,68,69,70,72,73,74,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 24020599,0.295,yes,334,no,2: Weekend (Sa-Su),0: All Day (12am-12am),82293,69,15,74.088,0.926,24248.6,26.02,54,58,60,62,63,65,66,67,68,69,70,72,73,74,75,76,78,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 35470,0.247,yes,24,no,0: All Days (M-Su),0: All Day (12am-12am),101853,55,16,69.574,0.786,25192.7,98.8,27,35,40,43,45,48,50,52,54,56,58,60,62,64,66,68,70,73,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 35470,0.247,yes,24,no,1: Weekday (M-Th),0: All Day (12am-12am),99838,52,17,69.574,0.744,24694.3,122.39,24,32,36,40,42,45,47,49,50,52,54,56,58,61,63,65,68,71,75
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 35470,0.247,yes,24,no,2: Weekend (Sa-Su),0: All Day (12am-12am),100475,61,15,69.574,0.874,24851.7,51.51,40,45,48,51,53,55,56,58,60,62,63,65,67,68,70,72,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 35565,0.384,yes,23,no,0: All Days (M-Su),0: All Day (12am-12am),109131,62,22,73.129,0.846,41929.1,104.53,31,43,50,54,56,58,60,62,63,65,66,67,69,70,71,73,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 35565,0.384,yes,23,no,1: Weekday (M-Th),0: All Day (12am-12am),106733,59,23,73.129,0.807,41007.5,133.92,27,37,44,49,52,55,57,59,61,62,64,65,67,68,70,71,73,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 35565,0.384,yes,23,no,2: Weekend (Sa-Su),0: All Day (12am-12am),107739,68,20,73.129,0.926,41394.2,45.4,54,57,60,61,63,64,65,66,67,68,69,70,71,72,74,75,76,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 35978,0.376,yes,177,no,0: All Days (M-Su),0: All Day (12am-12am),129471,67,20,73.13,0.912,48691.4,64.4,52,55,57,59,61,62,64,65,66,67,69,70,71,72,73,75,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 35978,0.376,yes,177,no,1: Weekday (M-Th),0: All Day (12am-12am),129074,66,21,73.13,0.901,48542.3,72.96,51,54,56,58,60,61,63,64,65,67,68,69,70,71,73,74,76,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 35978,0.376,yes,177,no,2: Weekend (Sa-Su),0: All Day (12am-12am),123026,69,20,73.13,0.939,46267.6,41.13,55,58,60,62,63,64,66,67,68,69,70,71,72,74,75,76,78,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 36182,0.229,yes,2,no,0: All Days (M-Su),0: All Day (12am-12am),82160,63,13,73.59,0.858,18845.3,42.41,25,45,52,55,58,60,62,64,65,67,68,69,71,72,73,75,76,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 36182,0.229,yes,2,no,1: Weekday (M-Th),0: All Day (12am-12am),82412,60,14,73.59,0.817,18903.1,57.71,18,34,46,51,54,57,59,61,63,64,66,67,69,70,72,74,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 36182,0.229,yes,2,no,2: Weekend (Sa-Su),0: All Day (12am-12am),76707,69,12,73.59,0.937,17594.5,15.97,54,58,60,62,64,65,66,68,69,70,71,72,73,74,75,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 41289,0.176,yes,348,no,0: All Days (M-Su),0: All Day (12am-12am),96576,67,10,73.234,0.908,17036.3,23.44,49,53,56,58,60,62,64,65,66,68,69,70,71,73,74,75,77,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 41289,0.176,yes,348,no,1: Weekday (M-Th),0: All Day (12am-12am),99387,66,10,73.234,0.901,17532.2,26.33,48,53,56,58,60,62,63,65,66,67,68,70,71,72,73,75,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 41289,0.176,yes,348,no,2: Weekend (Sa-Su),0: All Day (12am-12am),85070,68,9,73.234,0.929,15006.6,15.63,51,55,58,60,62,64,65,67,68,69,70,71,73,74,75,76,78,79,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 41598,0.356,yes,192,no,0: All Days (M-Su),0: All Day (12am-12am),113137,57,22,73.671,0.779,40264.8,154.93,21,29,35,41,46,51,55,58,60,62,64,66,68,69,71,73,74,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 41598,0.356,yes,192,no,1: Weekday (M-Th),0: All Day (12am-12am),110760,54,24,73.671,0.733,39418.7,194.63,19,26,31,36,41,45,49,53,55,58,60,63,65,67,68,70,72,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 41598,0.356,yes,192,no,2: Weekend (Sa-Su),0: All Day (12am-12am),112841,65,20,73.671,0.884,40159.4,71.33,35,46,54,58,60,62,64,66,67,68,69,71,72,73,74,75,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 42004,0.344,yes,206,no,0: All Days (M-Su),0: All Day (12am-12am),105387,50,25,72.375,0.688,36206.2,226.81,17,21,25,29,33,37,41,45,49,52,56,58,61,64,66,69,72,75,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 42004,0.344,yes,206,no,1: Weekday (M-Th),0: All Day (12am-12am),102009,45,27,72.375,0.628,35046.0,286.57,15,19,22,25,28,31,34,38,42,46,49,53,56,59,62,65,69,72,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 42004,0.344,yes,206,no,2: Weekend (Sa-Su),0: All Day (12am-12am),107121,58,21,72.375,0.805,36802.1,122.81,26,33,38,43,48,52,55,57,60,62,64,65,67,69,71,73,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 43046,0.524,yes,208,no,0: All Days (M-Su),0: All Day (12am-12am),64271,71,27,74.211,0.953,33653.2,22.5,60,62,64,65,67,68,69,69,70,71,72,73,73,74,75,76,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 43046,0.524,yes,208,no,1: Weekday (M-Th),0: All Day (12am-12am),65679,70,27,74.211,0.947,34390.7,25.71,59,62,64,65,66,67,68,69,70,71,71,72,73,74,75,76,77,79,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 43046,0.524,yes,208,no,2: Weekend (Sa-Su),0: All Day (12am-12am),56033,72,26,74.211,0.966,29340.1,13.73,61,64,65,67,68,69,69,70,71,72,73,73,74,75,76,77,78,80,82
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 43290,0.492,yes,23,no,0: All Days (M-Su),0: All Day (12am-12am),92802,49,36,71.768,0.68,45642.5,299.0,13,17,21,24,28,33,38,44,49,54,57,60,63,65,68,70,72,75,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 43290,0.492,yes,23,no,1: Weekday (M-Th),0: All Day (12am-12am),90515,44,40,71.768,0.616,44517.7,386.26,12,16,19,22,25,28,31,36,40,44,49,53,57,60,63,66,69,73,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 43290,0.492,yes,23,no,2: Weekend (Sa-Su),0: All Day (12am-12am),92535,58,30,71.768,0.811,45511.5,147.69,17,23,30,40,50,55,58,60,62,64,66,68,69,71,72,74,76,78,81
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 43294,0.264,yes,190,no,0: All Days (M-Su),0: All Day (12am-12am),130542,64,15,70.672,0.906,34442.6,50.81,47,51,54,56,58,59,61,62,64,65,66,67,69,70,71,73,74,77,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 43294,0.264,yes,190,no,1: Weekday (M-Th),0: All Day (12am-12am),128467,63,15,70.672,0.89,33895.0,59.55,45,49,52,54,56,58,60,61,62,64,65,67,68,69,71,72,74,76,78
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 43294,0.264,yes,190,no,2: Weekend (Sa-Su),0: All Day (12am-12am),129090,66,14,70.672,0.939,34059.6,31.32,51,55,57,59,60,62,63,64,66,67,68,69,70,72,73,74,76,78,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 44105,0.288,yes,203,no,0: All Days (M-Su),0: All Day (12am-12am),98348,51,21,70.911,0.713,28354.2,160.92,24,29,32,35,38,41,43,46,48,51,53,56,58,60,63,66,69,72,77
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 44105,0.288,yes,203,no,1: Weekday (M-Th),0: All Day (12am-12am),96777,48,22,70.911,0.68,27901.1,185.53,23,27,30,33,36,38,40,43,45,47,50,52,55,58,61,63,66,70,75
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 44105,0.288,yes,203,no,2: Weekend (Sa-Su),0: All Day (12am-12am),96652,55,19,70.911,0.783,27865.3,109.19,28,34,38,41,45,47,50,52,54,57,59,61,63,65,67,70,72,75,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45103,0.284,yes,219,no,0: All Days (M-Su),0: All Day (12am-12am),111613,58,18,74.016,0.779,31734.0,121.55,21,28,35,41,47,51,55,58,60,63,65,66,68,70,71,73,75,77,80
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45103,0.284,yes,219,no,1: Weekday (M-Th),0: All Day (12am-12am),109018,54,19,74.016,0.731,30996.2,153.86,19,25,31,36,40,45,49,53,56,58,61,63,65,67,69,71,73,76,79
"Jan 01, 2022 - Dec 31, 2022",All Vehicles - StL All Vehicles Volume,,San Gabriel River Freeway / 45103,0.284,yes,219,no,2: Weekend (Sa-Su),0: All Day (12am-12am),111700,65,16,74.016,0.883,31758.9,56.81,35,46,54,58,60,62,64,66,67,68,70,71,72,73,74,76,77,79,82
