ID,DIST,CO,RTE,PF1,BEGPM,PF1,ENDPM,Length,HG,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGETZONE,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,Average LOS score,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,Average LOS score,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,Average LOS score,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments", RA LOS Score,Average LOS score,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,Average LOS score,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments", District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments", RA LOS Score,Average LOS score,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District  LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments", RA LOS Score,Average LOS score,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,Average LOS score,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments", RA LOS Score,Average LOS score,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Average LOS score,Q2FY24 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments",District LOS Score,Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Average LOS score,FY24Q3 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,FY24Q3 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Average LOS score,FY24Q4 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,FY24Q4 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Average LOS score
47,12,ORA,5,,21,,22,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,,1,,50,,x,,50,50,FY22/Q2,,X,,50,,1,,50,50,FY22/Q3,,X,,,,X,,,,,75,,X,,,,,X,,,,50,63,FY22/Q4,,X,,,,X,,,,,75,X,,,,,X,,,,,100,87.5,FY23/Q1,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,,X,,,,X,,,,25,,X,,,,,X,,,,50,38,10/4/2023,X,,,,,,,X,,,,RS,75,10/5/2023,X,,,,,,X,,,,,,100,88,1/9/2024,X,,,,,,,,X,,,RS,50,1/10/2024,X,,,,,,,,X,,,RS CM SWP,50,50,4/8/2024,,X,,,,CM,X,,,,,,75,4/9/2024,,X,,,,CM,X,,,,,,75,75,6/10/2024,X,,,,,,X,,,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
48,12,ORA,5,,22,,23,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,1,,,100,,1,,50,75,FY22/Q1,,,1,0,x,,,50,25,FY22/Q2,,X,,50,,1,,50,50,FY22/Q3,X,,,,,X,,,,,100,X,,,,,,X,,,,75,88,FY22/Q4,,X,,,,X,,,,,75,,X,,,,,X,,,,50,62.5,FY23/Q1,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,,X,,,X,,,,,50,,X,,,,X,,,,,75,63,10/4/2023,X,,,,,,X,,,,,,100,10/5/2023,X,,,,,,X,,,,,,100,100,1/9/2024,X,,,,,,X,,,,,,100,1/10/2024,X,,,,,,X,,,,,,100,100,4/8/2024,X,,,,,,X,,,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/10/2024,X,,,,,,X,,,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
49,12,ORA,5, ,23,,24,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,,1,,50,,x,,50,50,FY22/Q2,,,X,0,,,1,0,0,FY22/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,X,,,,,X,,,,,100,,X,,,,,X,,,,50,75,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,,,,X,,,,,X,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,10/4/2023,,,,X,,,,,,X,,,#DIV/0!,10/5/2023,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,1/9/2024,,,,X,,,,,,X,,,#DIV/0!,1/10/2024,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,4/8/2024,,X,,,,CM,X,,,,,,75,4/9/2024,,X,,,,CM,X,,,,,,75,75,6/10/2024,X,,,,,,X,,,,,,100,6/12/2024,X,,,,,,,X,,,X,RS,75,88
50,12,ORA,5, ,24,,25,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,,,1,0,,x,,50,25,FY22/Q2,,,X,0,,1,,50,25,FY22/Q3,,,X,,,X,,,,,50,X,,,,,,X,,,,75,63,FY22/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,10/4/2023,X,,,,,,,X,,,,CM,75,10/5/2023,X,,,,,,,X,,,,CM,75,75,1/9/2024,,X,,,,CM,,X,,,,RS,50,1/10/2024,,X,,,,CM,,X,,,,RS,50,50,4/8/2024,,,,X,,,,,,X,,,#DIV/0!,4/9/2024,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,6/10/2024,,,,X,,,,,,X,,,#DIV/0!,6/12/2024,,,,X,,Const,,,,X,,Const,#DIV/0!,#DIV/0!
51,12,ORA,5, ,25,,26,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,1,,50,,x,,50,50,FY22/Q2,,,X,0,,1,,50,25,FY22/Q3,,X,,,,X,,,,,75,X,,,,,X,,,,,100,88,FY22/Q4,,X,,,,X,,,,,75,X,,,,,X,,,,,100,87.5,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,10/4/2023,,X,,,,RS,X,,,,,,75,10/5/2023,,X,,,,RS,X,,,,,,75,75,1/9/2024,X,,,,,,X,,,,,,100,1/10/2024,X,,,,,,X,,,,,,100,100,4/8/2024,,,,X,,,,,,X,,,#DIV/0!,4/9/2024,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,6/10/2024,,X,,,,RS,X,,,,,,75,6/12/2024,,X,,,,RS,X,,,,,,75,75
52,12,ORA,5, ,26,,27,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,1,,50,,x,,50,50,FY22/Q2,,,X,0,,1,,50,25,FY22/Q3,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,FY22/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,10/4/2023,X,,,,,,X,,,,,,100,10/5/2023,X,,,,,,X,,,,,,100,100,1/9/2024,X,,,,,,X,,,,,,100,1/10/2024,X,,,,,,X,,,,,,100,100,4/8/2024,,X,,,,CM,X,,,,,,75,4/9/2024,,X,,,,CM,X,,,,,,75,75,6/10/2024,X,,,,,,X,,,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
53,12,ORA,5, ,27,,28,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,,1,,50,,x,,50,50,FY22/Q2,,X,,50,,1,,50,50,FY22/Q3,X,,,,,X,,,,,100,,X,,,,,X,,,,50,75,FY22/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,10/4/2023,,X,,,,RS,X,,,,,,75,10/5/2023,,X,,,,RS,X,,,,,,75,75,1/9/2024,X,,,,,,X,,,,,,100,1/10/2024,X,,,,,,X,,,,,,100,100,4/8/2024,X,,,,,,,,X,,,CM,50,4/9/2024,X,,,,,,,X,,,,CM,75,63,6/10/2024,X,,,,,,X,,,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
54,12,ORA,5, ,28,,29,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,,1,,50,,x,,50,50,FY22/Q2,,,X,0,,1,,50,25,FY22/Q3,X,,,,,,X,,,,75,,X,,,,,X,,,,50,63,FY22/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q1,,X,,,,X,,,,,75,X,,,,,X,,,,,100,88,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,10/4/2023,X,,,,,,X,,,,,,100,10/5/2023,X,,,,,,X,,,,,,100,100,1/9/2024,X,,,,,,X,,,,,,100,1/10/2024,X,,,,,,X,,,,,,100,100,4/8/2024,X,,,,,,,X,,,,CM,75,4/9/2024,X,,,,,,,X,,,,CM,75,75,6/10/2024,X,,,,,,X,,,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
55,12,ORA,5,,30,,31,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,,1,,50,,x,,50,50,FY22/Q2,,X,,50,1,,,100,75,FY22/Q3,,X,,,,,X,,,,50,,X,,,,,X,,,,50,50,FY22/Q4,X,,,,,X,,,,,100,,X,,,,,X,,,,50,75,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,FY23/Q3,X,,,,,X,,,,,100,,X,,,,X,,,,,75,88,FY23/Q4,X,,,,,X,,,,,100,,X,,,,X,,,,,75,88,10/4/2023,,X,,,,RS,X,,,,,,75,10/5/2023,,X,,,,RS,X,,,,,,75,75,1/9/2024,X,,,,,,,,X,,,CM,50,1/10/2024,X,,,,,,,,X,,,RS CM SWP,50,50,4/8/2024,,,X,,,RS CM,X,,,,,,50,4/9/2024,,,X,,,RS/CM ,X,,,,,,50,50,6/10/2024,,,X,,,RS,X,,,,,,50,6/12/2024,,X,,,,RS,X,,,,,,75,63
56,12,ORA,5,,31,,32,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,,1,,0,,x,,50,25,FY22/Q2,,X,,50,1,,,100,75,FY22/Q3,X,,,,,,X,,,X,75,,X,,,,X,,,,,75,75,FY22/Q4,X,,,,,X,,,,,100,,X,,,,X,,,,,75,87.5,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,X,,,,,,X,,,,75,X,,,,,,X,,,,75,75,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,X,,,,X,,,,,75,,X,,,,,X,,,,50,63,10/4/2023,,X,,,,CM ,X,,,,,,75,10/5/2023,,X,,,,RS,X,,,,,,75,75,1/9/2024,X,,,,,,X,,,,,,100,1/10/2024,X,,,,,,X,,,,,,100,100,4/8/2024,,,X,,,CM ,X,,,,,,50,4/9/2024,,,,,,CM ,X,,,,,,100,75,6/10/2024,X,,,,,,X,,,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
57,12,ORA,5,,32,,33,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,x,,50,25,FY22/Q2,,X,,50,1,,,100,75,FY22/Q3,X,,,,,X,,,,,100,,X,,,,,X,,,,50,75,FY22/Q4,X,,,,,X,,,,,100,X,,,,,,X,,,,75,87.5,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,X,,,,,X,,,,50,X,,,,,,X,,,,75,63,10/4/2023,X,,,,,,X,,,,,,100,10/5/2023,X,,,,,,X,,,,,,100,100,1/9/2024,X,,,,,,X,,,,,,100,1/10/2024,,X,,,X,RS,X,,,,,,75,88,4/8/2024,,X,,,,RS,X,,,,,,75,4/9/2024,,X,,,,RS,X,,,,,,75,75,6/10/2024,X,,,,,,,X,,,,RS,75,6/12/2024,X,,,,,,,X,,,X,RS,75,75
58,12,ORA,5,,33,,34,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,,,1,0,,,x,0,0,FY22/Q2,,X,,50,1,,,100,75,FY22/Q3,,,X,,,X,,,,,50,,X,,,,,X,,,,50,50,FY22/Q4,X,,,,,X,,,,,100,,X,,,,,X,,,,50,75,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,X,,,,,X,,,,50,X,,,,,X,,,,,100,75,10/4/2023,,X,,,,CM,X,,,,,,75,10/5/2023,,X,,,,CM,X,,,,,,75,75,1/9/2024,,X,,,,CM,,X,,,,,50,1/10/2024,,X,,,,CM,,X,,,,RS CM ,50,50,4/8/2024,,,X,,,RS CM,X,,,,,,50,4/9/2024,,,X,,,RS/CM,X,,,,,,50,50,6/10/2024,,X,,,, RS,X,,,,,,75,6/12/2024,,X,,,, RS,X,,,,,,75,75
59,12,ORA,5,,34,,35,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,,1,0,,,x,0,0,FY22/Q2,,,X,0,1,,,100,50,FY22/Q3,,X,,,,,X,,,,50,,X,,,,,X,,,,50,50,FY22/Q4,X,,,,,,X,,,,75,X,,,,,,X,,,,75,75,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,X,,,,,,X,,,X,75,,X,,,,X,,,,,75,75,10/4/2023,X,,,,,,X,,,,,,100,10/5/2023,X,,,,,,X,,,,,,100,100,1/9/2024,,,X,,,CM ,,,X,,,CM,0,1/10/2024,,,X,,,CM,,,X,,,RS CM SWP,0,0,4/8/2024,,,X,,,CM ,,,X,,,CM,0,4/9/2024,,,X,,X,RS/CM ,,X,,,,CM,25,13,6/10/2024,X,,,,,,,X,,,,CM,75,6/12/2024,X,,,,,,,X,,,,CM,75,75
60,12,ORA,5,,35,,36,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,,,1,0,,,x,0,0,FY22/Q2,,,X,0,1,,,100,50,FY22/Q3,,X,,,,X,,,,,75,,X,,,,,X,,,,50,63,FY22/Q4,X,,,,,,X,,,,75,X,,,,,X,,,,,100,87.5,FY23/Q1,,X,,,X,X,,,,,75,,X,,,X,X,,,,,75,75,FY23/Q2,,X,,,X,X,,,,,75,,X,,,X,X,,,,,75,75,FY23/Q3,X,,,,,X,,,,,100,,X,,,X,X,,,,,75,88,FY23/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,10/4/2023,,X,,,,RS,X,,,,,,75,10/5/2023,,X,,,,RS,X,,,,,,75,75,1/9/2024,,X,,,,RS,,,X,,,CM,25,1/10/2024,,X,,,,RS,,,X,,,RS CM SWP,25,25,4/8/2024,,,X,,,RS,X,,,,,,50,4/9/2024,,X,,,,RS,X,,,,,,75,63,6/10/2024,X,,,,,,X,,,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
61,12,ORA,5,,36,,37,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,,,1,0,,x,,50,25,FY22/Q2,,X,,50,1,,,100,75,FY22/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q1,X,,,,,X,,,,,100,X,,,,,,X,,,X,75,88,FY23/Q2,X,,,,,,X,,,X,75,X,,,,,,X,,,X,75,75,FY23/Q3,X,,,,,,X,,,,75,X,,,,,X,,,,,100,88,FY23/Q4,,X,,,,X,,,,,75,,X,,,,X,,,,,75,75,10/4/2023,,,X,,,CM RS,X,,,,,,50,10/5/2023,,,X,,,RS CM,,X,,,,CM,25,38,1/9/2024,,X,,,,CM,,X,,,,CM,50,1/10/2024,,X,,,,RS CM,,X,,,,CM,50,50,4/8/2024,,,X,,,CM RS,,,X,,,CM,0,4/9/2024,,,X,,,RS/CM ,,X,,,,CM,25,13,6/10/2024,X,,,,,,,X,,,,RS,75,6/12/2024,,X,,,X,RS,,X,,,,RS,50,63
62,12,ORA,5,,37,,38,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,,,1,0,,x,,50,25,FY22/Q2,,,X,0,1,,,100,50,FY22/Q3,X,,,,,,X,,,X,75,X,,,,,X,,,,,100,88,FY22/Q4,X,,,,,X,,,,,100,,X,,,,X,,,,,75,87.5,FY23/Q1,X,,,,,,X,,,X,75,X,,,,,,X,,,X,75,75,FY23/Q2,X,,,,,,X,,,X,75,X,,,,,,X,,,X,75,75,FY23/Q3,X,,,,,X,,,,,100,X,,,,,,X,,,X,75,88,FY23/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,10/4/2023,X,,,,,,X,,,,,,100,10/5/2023,X,,,,,,X,,,,,,100,100,1/9/2024,X,,,,,,X,,,,,,100,1/10/2024,X,,,,,,X,,,,,,100,100,4/8/2024,,X,,,,RS,,X,,,,CM,50,4/9/2024,,X,,,,RS,,X,,,,CM,50,50,6/10/2024,X,,,,,,X,,,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
63,12,ORA,5,,38,,39,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,1,,,100,,x,,50,75,FY22/Q2,,X,,50,1,,,100,75,FY22/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,,,,X,,,,,X,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY23/Q3,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,10/4/2023,,X,,,,CM,,X,,,,CM,50,10/5/2023,,X,,,,CM,,X,,,,CM,50,50,1/9/2024,X,,,,,,,,X,,,CM,50,1/10/2024,X,,,,,,,,X,,,RS CM,50,50,4/8/2024,,,X,,,CM,X,,,,,,50,4/9/2024,,,X,,,RS/CM ,X,,,,,,50,50,6/10/2024,,,X,,,RS CM,X,,,,,,50,6/12/2024,,,X,,,RS CM,X,,,,,,50,50
64,12,ORA,5,,39,,40,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,,1,,50,,,x,0,25,FY22/Q2,,X,,50,1,,,100,75,FY22/Q3,,X,,,,,X,,,X,50,,X,,,,,X,,,X,50,50,FY22/Q4,X,,,,,,X,,,X,75,X,,,,,,X,,,X,75,75,FY23/Q1,X,,,,,X,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,X,,,,,,X,,,,75,X,,,,,,X,,,,75,75,FY23/Q3,,X,,,X,X,,,,,75,X,,,,,X,,,,,100,88,FY23/Q4,X,,,,,,X,,,X,75,X,,,,,,X,,,X,75,75,10/4/2023,,X,,,,RS,,X,,,,RS,50,10/5/2023,,X,,,,RS,,X,,,X,RS,50,50,1/9/2024,X,,,,,,,,X,,,CM,50,1/10/2024,X,,,,,,,,X,,,RS CM SWP,50,50,4/8/2024,,,X,,,CM,,,X,,,CM,0,4/9/2024,,X,,,,CM,,X,,,,CM,50,25,6/10/2024,,X,,,,RS ,X,,,,,,75,6/12/2024,,X,,,,RS ,,X,,,X,RS,50,63
65,12,ORA,5,,40,,41,1,,12,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,,1,0,,x,,50,25,FY22/Q2,,,X,0,1,,,100,50,FY22/Q3,,X,,,X,,X,,,X,50,,X,,,,,X,,,X,50,50,FY22/Q4,,X,,,X,,X,,,X,50,,X,,,X,,X,,,X,50,50,FY23/Q1,,X,,,X,,X,,,X,50,,X,,,X,,X,,,X,50,50,FY23/Q2,,X,,,X,,X,,,,50,,X,,,X,,X,,,,50,50,FY23/Q3,,X,,,X,X,,,,,75,,X,,,X,X,,,,,75,75,FY23/Q4,,X,,,X,,X,,,,50,,X,,,X,,X,,,,50,50,10/4/2023,X,,,,,,X,,,,,,100,10/5/2023,X,,,,,,X,,,,,,100,100,1/9/2024,X,,,,,,,X,,,,CM,75,1/10/2024,X,,,,,,,X,,,,CM,75,75,4/8/2024,,,X,,,CM,,,X,,,CM RS,0,4/9/2024,,X,,,,CM,,,X,,X,RS/CM,25,13,6/10/2024,,X,,,,RS,X,,,,,,75,6/12/2024,,X,,,,RS,X,,,,,,75,75
