,ID,DIST,CO,RTE,PF1,BEGPM,PF1.1,ENDPM,Length,HG,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGETZONE,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass.1","NB/EB
Need 1.1","NB/EB
Need 2.1","NB/EB
Construction.1","NB/EB
Encampments.1","SB/WB 
Pass.1","SB/WB
Need 1.1","SB/WB
Need 2.1","SB/WB
Construction.1","SB/WB
Encampments.1",RA LOS Score,Average LOS score
16,18.0,12.0,ORA,1.0,,25.0,,26.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
17,19.0,12.0,ORA,1.0,,26.0,,27.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
18,20.0,12.0,ORA,1.0,,27.0,,28.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
19,21.0,12.0,ORA,1.0,,28.0,,29.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
20,22.0,12.0,ORA,1.0,,29.0,,30.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
21,23.0,12.0,ORA,1.0,,30.0,,31.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
22,24.0,12.0,ORA,1.0,,31.0,,32.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
23,25.0,12.0,ORA,1.0,,32.0,,33.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
25,26.0,12.0,ORA,5.0,,0.0,,1.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
26,27.0,12.0,ORA,5.0,,1.0,,2.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
27,28.0,12.0,ORA,5.0,,2.0,,3.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
28,29.0,12.0,ORA,5.0,,3.0,,4.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
29,30.0,12.0,ORA,5.0,,4.0,,5.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,X,,,,,75.0,,X,,,,X,,,,,75.0,75.0
30,31.0,12.0,ORA,5.0,,5.0,,6.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
31,32.0,12.0,ORA,5.0,,6.0,,7.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
32,33.0,12.0,ORA,5.0,,7.0,,8.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
33,34.0,12.0,ORA,5.0,,8.0,,9.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,,X,,,,50.0,,X,,,,X,,,,,75.0,63.0
34,35.0,12.0,ORA,5.0,,9.0,,10.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
35,36.0,12.0,ORA,5.0,,10.0,,11.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
36,37.0,12.0,ORA,5.0,,11.0,,12.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
37,45.0,12.0,ORA,5.0,,19.0,,20.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,,X,,,,50.0,X,,,,,X,,,,,100.0,75.0
38,46.0,12.0,ORA,5.0,,20.0,,21.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,X,,,,,75.0,,X,,,,X,,,,,75.0,75.0
39,47.0,12.0,ORA,5.0,,21.0,,22.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
40,48.0,12.0,ORA,5.0,,22.0,,23.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
41,49.0,12.0,ORA,5.0, ,23.0,,24.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
42,50.0,12.0,ORA,5.0, ,24.0,,25.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
43,51.0,12.0,ORA,5.0, ,25.0,,26.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
44,52.0,12.0,ORA,5.0, ,26.0,,27.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
45,53.0,12.0,ORA,5.0, ,27.0,,28.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
46,54.0,12.0,ORA,5.0, ,28.0,,29.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
47,55.0,12.0,ORA,5.0,,30.0,,31.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,,X,,,,X,,,,,75.0,88.0
48,56.0,12.0,ORA,5.0,,31.0,,32.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
49,57.0,12.0,ORA,5.0,,32.0,,33.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
50,58.0,12.0,ORA,5.0,,33.0,,34.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
51,59.0,12.0,ORA,5.0,,34.0,,35.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
52,60.0,12.0,ORA,5.0,,35.0,,36.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,,X,,,X,X,,,,,75.0,88.0
53,61.0,12.0,ORA,5.0,,36.0,,37.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
54,62.0,12.0,ORA,5.0,,37.0,,38.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,,X,,,X,75.0,88.0
55,63.0,12.0,ORA,5.0,,38.0,,39.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
56,64.0,12.0,ORA,5.0,,39.0,,40.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,X,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0
57,65.0,12.0,ORA,5.0,,40.0,,41.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,X,X,,,,,75.0,,X,,,X,X,,,,,75.0,75.0
58,66.0,12.0,ORA,5.0,,41.0,,42.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,X,75.0,X,,,,,,X,,,X,75.0,75.0
59,67.0,12.0,ORA,5.0,,42.0,,43.0,1.0,L,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,,X,,,X,75.0,88.0
60,68.0,12.0,ORA,5.0,,43.0,,44.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
62,69.0,12.0,ORA,22.0,R,2.0,R,3.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
63,70.0,12.0,ORA,22.0,R,3.0,R,4.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,X,,,,,75.0,,X,,,,X,,,,,75.0,75.0
64,71.0,12.0,ORA,22.0,R,4.0,R,5.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
65,72.0,12.0,ORA,22.0,R,5.0,R,6.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
66,73.0,12.0,ORA,22.0,R,6.0,R,7.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
67,74.0,12.0,ORA,22.0,R,7.0,R,8.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0
68,75.0,12.0,ORA,22.0,R,8.0,R,9.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,X,75.0,X,,,,,,X,,,X,75.0,75.0
69,76.0,12.0,ORA,22.0,R,9.0,R,10.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0
70,77.0,12.0,ORA,22.0,R,10.0,R,11.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0
71,78.0,12.0,ORA,22.0,R,11.0,R,12.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
72,79.0,12.0,ORA,22.0,R,12.0,R,13.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0
74,80.0,12.0,ORA,39.0,,0.0,,1.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
75,81.0,12.0,ORA,39.0,,1.0,,2.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
76,82.0,12.0,ORA,39.0,,2.0,,3.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
77,83.0,12.0,ORA,39.0,,3.0,,4.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
78,84.0,12.0,ORA,39.0,,4.0,,5.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
79,85.0,12.0,ORA,39.0,,5.0,,6.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
80,86.0,12.0,ORA,39.0,,6.0,,7.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
81,87.0,12.0,ORA,39.0,,7.0,,8.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
82,88.0,12.0,ORA,39.0,,8.0,,9.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,,X,,,X,,X,,,X,50.0,,X,,,X,,X,,,X,50.0,50.0
83,89.0,12.0,ORA,39.0,,9.0,,10.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
84,90.0,12.0,ORA,39.0,,10.0,,11.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
86,91.0,12.0,ORA,55.0,,2.0,,3.0,,,,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
87,92.0,12.0,ORA,55.0,R,3.0,R,4.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
88,93.0,12.0,ORA,55.0,R,4.0,R,5.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,,X,,,,X,,,,,75.0,88.0
89,94.0,12.0,ORA,55.0,R,5.0,R,6.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,,X,,,,75.0,88.0
90,99.0,12.0,ORA,55.0,R,10.0,,11.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
91,100.0,12.0,ORA,55.0,,11.0,,12.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
92,101.0,12.0,ORA,55.0,,12.0,,13.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
93,102.0,12.0,ORA,55.0,,13.0,,14.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
94,103.0,12.0,ORA,55.0,,14.0,,15.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
95,104.0,12.0,ORA,55.0,,15.0,,16.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
96,105.0,12.0,ORA,55.0,,16.0,,17.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0
98,106.0,12.0,ORA,57.0,,12.0,,13.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,,X,,,,50.0,,X,,,,X,,,,,75.0,63.0
99,107.0,12.0,ORA,57.0,,13.0,,14.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,,X,,,,X,,,,,75.0,88.0
100,108.0,12.0,ORA,57.0,,14.0,,15.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
101,109.0,12.0,ORA,57.0,,15.0,,16.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,,X,,,,,X,,,,50.0,75.0
102,110.0,12.0,ORA,57.0,,16.0,,17.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,X,,,,,75.0,,X,,,,X,,,,,75.0,75.0
103,111.0,12.0,ORA,57.0,,17.0,,18.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,,X,,,,X,,,,,75.0,,X,,,,X,,,,,75.0,75.0
104,112.0,12.0,ORA,57.0,,18.0,,19.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,X,75.0,X,,,,,,X,,,X,75.0,75.0
105,113.0,12.0,ORA,57.0,,19.0,,20.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
106,115.0,12.0,ORA,57.0,,21.0,,22.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,FY23/Q3,X,,,,,,X,,,,75.0,,X,,,,,X,,,,50.0,63.0
108,116.0,12.0,ORA,73.0,,10.0,,11.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
109,117.0,12.0,ORA,73.0,,11.0,,12.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
110,118.0,12.0,ORA,73.0,,12.0,,13.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
111,119.0,12.0,ORA,73.0,,13.0,,14.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
112,120.0,12.0,ORA,73.0,,14.0,,15.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
113,121.0,12.0,ORA,73.0,,15.0,,16.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
114,122.0,12.0,ORA,73.0,,16.0,,17.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
115,123.0,12.0,ORA,73.0,,17.0,,18.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
116,124.0,12.0,ORA,73.0,,18.0,,19.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
117,125.0,12.0,ORA,73.0,,19.0,,20.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
118,126.0,12.0,ORA,73.0,,20.0,,21.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
119,131.0,12.0,ORA,73.0, ,25.0,,26.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
120,132.0,12.0,ORA,73.0,R,26.0,R,27.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
122,133.0,12.0,ORA,74.0,,0.0,,1.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
123,134.0,12.0,ORA,74.0,,1.0,,2.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
124,135.0,12.0,ORA,74.0,,2.0,,3.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
125,136.0,12.0,ORA,74.0,,3.0,,4.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
126,137.0,12.0,ORA,74.0,,4.0,,5.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-4,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0
