OBJECTID *,DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION_DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT,Shape *
12609,8,371,,RIV,,67.657,,CARY ROAD,710,7300,7000,710,7300,7000,Point
12610,8,371,,RIV,,67.657,,CARY ROAD,710,7300,7000,710,7300,7000,Point
12611,8,371,,RIV,,71.31,,"ANZA, CONTRERAS ROAD",690,7100,6800,690,7100,6800,Point
12612,8,371,,RIV,,71.31,,"ANZA, CONTRERAS ROAD",690,7100,6800,690,7100,6800,Point
12613,8,371,,RIV,,77.148,,JCT. RTE. 74,470,3850,3700,,,,Point
12614,8,371,,RIV,,77.148,,JCT. RTE. 74,470,3850,3700,,,,Point
12615,4,380,,SM,T,4.703,,"SAN BRUNO, JCT. RTE. 280",,,,9900,138000,132000,Point
12616,4,380,,SM,T,4.703,,"SAN BRUNO, JCT. RTE. 280",,,,9900,138000,132000,Point
12617,4,380,,SM,,5.465,,"SAN BRUNO, JCT. RTE. 82",9900,138000,132000,11600,162000,154000,Point
12618,4,380,,SM,,5.465,,"SAN BRUNO, JCT. RTE. 82",9900,138000,132000,11600,162000,154000,Point
12619,4,380,,SM,,6.373,,"SOUTH SAN FRANCISCO, JCT. RTE. 101",11600,162000,154000,1550,22800,21800,Point
12620,4,380,,SM,,6.373,,"SOUTH SAN FRANCISCO, JCT. RTE. 101",11600,162000,154000,1550,22800,21800,Point
12621,4,380,,SM,,6.76,,SOUTH AIRPORT ROAD,1550,22800,21800,2550,36500,34500,Point
12622,4,380,,SM,,6.76,,SOUTH AIRPORT ROAD,1550,22800,21800,2550,36500,34500,Point
12623,8,395,,SBD,R,3.981,,JCT. RTE. 15,,,,1900,30500,29000,Point
12624,8,395,,SBD,R,3.981,,JCT. RTE. 15,,,,1900,30500,29000,Point
12625,8,395,,SBD,R,5.613,,PHELAN ROAD/MAIN STREET,2150,34500,33000,1900,30500,29000,Point
12626,8,395,,SBD,R,5.613,,PHELAN ROAD/MAIN STREET,2150,34500,33000,1900,30500,29000,Point
12627,8,395,,SBD,,8.62,,BEAR VALLY ROAD,1900,30500,29000,1850,30000,28500,Point
12628,8,395,,SBD,,8.62,,BEAR VALLY ROAD,1900,30500,29000,1850,30000,28500,Point
12629,8,395,,SBD,,10.213,,LUNA ROAD,1850,30000,28500,1750,28500,27000,Point
12630,8,395,,SBD,,10.213,,LUNA ROAD,1850,30000,28500,1750,28500,27000,Point
12631,8,395,,SBD,,11.18,,PALMDALE ROAD; JCT. RTE. 18,1750,28500,27000,2100,27500,27000,Point
12632,8,395,,SBD,,11.18,,PALMDALE ROAD; JCT. RTE. 18,1750,28500,27000,2100,27500,27000,Point
12633,8,395,,SBD,,15.707,,GEORGE AIR FORCE BASE ROAD,2100,27500,27000,1600,20800,20300,Point
12634,8,395,,SBD,,15.707,,GEORGE AIR FORCE BASE ROAD,2100,27500,27000,1600,20800,20300,Point
12635,8,395,,SBD,,17.777,,"ADELANTO, EL MIRAGE ROAD",1600,20800,20300,1000,10700,9900,Point
12636,8,395,,SBD,,17.777,,"ADELANTO, EL MIRAGE ROAD",1600,20800,20300,1000,10700,9900,Point
12637,8,395,,SBD,,45.948,,TWENTY MULE TEAM RD,820,8600,8000,610,6100,5200,Point
12638,8,395,,SBD,,45.948,,TWENTY MULE TEAM RD,820,8600,8000,610,6100,5200,Point
12639,8,395,,SBD,,72.77,,TRONA ROAD,610,6100,5200,610,6100,5200,Point
12640,8,395,,SBD,,72.77,,TRONA ROAD,610,6100,5200,610,6100,5200,Point
12641,8,395,,SBD,,73.518,,SAN BERNARDINO/KERN COUNTY LINE,610,6100,5200,,,,Point
12642,8,395,,SBD,,73.518,,SAN BERNARDINO/KERN COUNTY LINE,610,6100,5200,,,,Point
12643,9,395,,KER,,0,,SAN BERNARDINO/KERN COUNTY LINE,,,,540,5700,4500,Point
12644,9,395,,KER,,0,,SAN BERNARDINO/KERN COUNTY LINE,,,,540,5700,4500,Point
12645,9,395,,KER,R,1.152,,"REDROCK, RANDSBURG RD",600,5600,4860,590,5300,4200,Point
12646,9,395,,KER,R,1.152,,"REDROCK, RANDSBURG RD",600,5600,4860,590,5300,4200,Point
12647,9,395,,KER,R,14.995,,CHINA LAKE ROAD,570,5200,4100,410,3600,2950,Point
12648,9,395,,KER,R,14.995,,CHINA LAKE ROAD,570,5200,4100,410,3600,2950,Point
12649,9,395,,KER,R,23.48,,JCT. RTE. 178,360,3400,3800,500,4600,3800,Point
12650,9,395,,KER,R,23.48,,JCT. RTE. 178,360,3400,3800,500,4600,3800,Point
12651,9,395,,KER,R,29.64,,JCT. RTE. 14 SOUTH,510,4600,3800,1050,7200,5700,Point
12652,9,395,,KER,R,29.64,,JCT. RTE. 14 SOUTH,510,4600,3800,1050,7200,5700,Point
12653,9,395,,KER,R,36.824,,KERN/INYO COUNTY LINE,1050,7500,5700,,,,Point
12654,9,395,,KER,R,36.824,,KERN/INYO COUNTY LINE,1050,7500,5700,,,,Point
12655,9,395,,INY,R,0,,KERN/INYO COUNTY LINE,,,,1050,7500,5600,Point
12656,9,395,,INY,R,0,,KERN/INYO COUNTY LINE,,,,1050,7500,5600,Point
12657,9,395,,INY,R,3.022,,NINE MILE CYN RD,1200,8900,6800,1250,7900,7400,Point
12658,9,395,,INY,R,3.022,,NINE MILE CYN RD,1200,8900,6800,1250,7900,7400,Point
12659,9,395,,INY,,34.674,,JCT. RTE. 190 EAST,1200,8700,7300,1200,8800,7350,Point
12660,9,395,,INY,,34.674,,JCT. RTE. 190 EAST,1200,8700,7300,1200,8800,7350,Point
12661,9,395,,INY,,55.827,,JCT. RTE. 136 SOUTHEAST,1200,8800,7400,1250,9800,8100,Point
12662,9,395,,INY,,55.827,,JCT. RTE. 136 SOUTHEAST,1200,8800,7400,1250,9800,8100,Point
12663,9,395,,INY,,57.67,,"LONE PINE, WHITNEY PORTAL ROAD",1200,9300,7000,1350,10200,6600,Point
12664,9,395,,INY,,57.67,,"LONE PINE, WHITNEY PORTAL ROAD",1200,9300,7000,1350,10200,6600,Point
12665,9,395,,INY,R,58.814,,PANGBORN LANE,1100,8000,6000,1200,9100,7500,Point
12666,9,395,,INY,R,58.814,,PANGBORN LANE,1100,8000,6000,1200,9100,7500,Point
12667,9,395,,INY,,73.41,,"INDEPENDENCE, MARKET STREET",1100,8400,6300,1250,9300,7800,Point
12668,9,395,,INY,,73.41,,"INDEPENDENCE, MARKET STREET",1100,8400,6300,1250,9300,7800,Point
12669,9,395,,INY,,73.85,,INDEPENDENCE MAINTENANCE STATION,1100,8400,6300,1050,8400,6300,Point
12670,9,395,,INY,,73.85,,INDEPENDENCE MAINTENANCE STATION,1100,8400,6300,1050,8400,6300,Point
12671,9,395,,INY,,96.5,,3.5 MILES SOUTH OF BIG PINE,1200,9000,7500,1200,9000,7500,Point
12672,9,395,,INY,,96.5,,3.5 MILES SOUTH OF BIG PINE,1200,9000,7500,1200,9000,7500,Point
12673,9,395,,INY,,100.833,,"BIG PINE, JCT. RTE. 168 NORTHEAST",1050,8100,6200,1500,12300,8200,Point
12674,9,395,,INY,,100.833,,"BIG PINE, JCT. RTE. 168 NORTHEAST",1050,8100,6200,1500,12300,8200,Point
12675,9,395,,INY,,112.66,,GERKIN ROAD,1300,10900,9400,1300,11300,9000,Point
12676,9,395,,INY,,112.66,,GERKIN ROAD,1300,10900,9400,1300,11300,9000,Point
12677,9,395,,INY,,115.195,,"BISHOP, SOUTH STREET",1750,15800,11300,1650,18200,15800,Point
12678,9,395,,INY,,115.195,,"BISHOP, SOUTH STREET",1750,15800,11300,1650,18200,15800,Point
12679,9,395,,INY,,115.403,,"BISHOP, JCT. RTE. 168 WEST",1500,15400,13800,1600,17000,15200,Point
12680,9,395,,INY,,115.403,,"BISHOP, JCT. RTE. 168 WEST",1500,15400,13800,1600,17000,15200,Point
12681,9,395,,INY,,116.25,,JCT. RTE. 6 NORTH,1700,18000,16700,1500,15100,13800,Point
12682,9,395,,INY,,116.25,,JCT. RTE. 6 NORTH,1700,18000,16700,1500,15100,13800,Point
12683,9,395,,INY,,117.3,,BISHOP BIKE PATH,1500,15100,13800,1500,15100,13800,Point
12684,9,395,,INY,,117.3,,BISHOP BIKE PATH,1500,15100,13800,1500,15100,13800,Point
12685,9,395,,INY,,120.95,,ED POWERS ROAD,1500,15300,13100,1250,10500,8800,Point
12686,9,395,,INY,,120.95,,ED POWERS ROAD,1500,15300,13100,1250,10500,8800,Point
12687,9,395,,INY,R,126.14,,PINE CREEK ROAD,1100,9400,7300,1500,11100,8100,Point
12688,9,395,,INY,R,126.14,,PINE CREEK ROAD,1100,9400,7300,1500,11100,8100,Point
12689,9,395,,INY,R,129.459,,INYO/MONO COUNTY LINE,1050,8900,6600,,,,Point
12690,9,395,,INY,R,129.459,,INYO/MONO COUNTY LINE,1050,8900,6600,,,,Point
12691,9,395,,MNO,R,13.931,,S OF CROWLEY LAKE RD,1150,9900,7900,1200,10500,10200,Point
12692,9,395,,MNO,R,13.931,,S OF CROWLEY LAKE RD,1150,9900,7900,1200,10500,10200,Point
12693,9,395,,MNO,R,16.618,,"CROWLEY LAKE, MCGEE CREEK ROAD",1350,13200,10200,1000,10000,10200,Point
12694,9,395,,MNO,R,16.618,,"CROWLEY LAKE, MCGEE CREEK ROAD",1350,13200,10200,1000,10000,10200,Point
12695,9,395,,MNO,R,25.75,,JCT. RTE. 203 WEST,1250,12800,10200,820,8100,5300,Point
12696,9,395,,MNO,R,25.75,,JCT. RTE. 203 WEST,1250,12800,10200,820,8100,5300,Point
12697,9,395,,MNO,,40.336,,SOUTH JCT. RTE. 158,950,8900,4900,700,7000,4540,Point
12698,9,395,,MNO,,40.336,,SOUTH JCT. RTE. 158,950,8900,4900,700,7000,4540,Point
12699,9,395,,MNO,,50.744,,"TIOGA PASS JUNCTION, NORTH JCT. RTE. 120 WEST",770,7500,4730,730,5800,4100,Point
12700,9,395,,MNO,,50.744,,"TIOGA PASS JUNCTION, NORTH JCT. RTE. 120 WEST",770,7500,4730,730,5800,4100,Point
12701,9,395,,MNO,,51.69,,LEE VINING VISITORS CENTER,660,6000,3600,700,6400,4300,Point
12702,9,395,,MNO,,51.69,,LEE VINING VISITORS CENTER,660,6000,3600,700,6400,4300,Point
12703,9,395,,MNO,,58.24,,JCT. RTE. 167 EAST,590,5100,3150,640,5700,3800,Point
12704,9,395,,MNO,,58.24,,JCT. RTE. 167 EAST,590,5100,3150,640,5700,3800,Point
12705,9,395,,MNO,,76.3,,"BRIDGEPORT, JCT. RTE. 182 NORTH",600,5400,4000,690,6000,4000,Point
12706,9,395,,MNO,,76.3,,"BRIDGEPORT, JCT. RTE. 182 NORTH",600,5400,4000,690,6000,4000,Point
12707,9,395,,MNO,,80.61,,FARM HOUSE,510,4500,2800,580,4400,3500,Point
12708,9,395,,MNO,,80.61,,FARM HOUSE,510,4500,2800,580,4400,3500,Point
12709,9,395,,MNO,,93.7,,JCT. RTE. 108 WEST,650,5100,3350,550,5100,3700,Point
12710,9,395,,MNO,,93.7,,JCT. RTE. 108 WEST,650,5100,3350,550,5100,3700,Point
12711,9,395,,MNO,,107.105,,MILL CREEK BRIDGE,800,6700,4000,800,6700,4000,Point
12712,9,395,,MNO,,107.105,,MILL CREEK BRIDGE,800,6700,4000,800,6700,4000,Point
12713,9,395,,MNO,,116.965,,JCT. RTE. 89,610,5600,4300,500,5000,3500,Point
12714,9,395,,MNO,,116.965,,JCT. RTE. 89,610,5600,4300,500,5000,3500,Point
12715,9,395,,MNO,,120.49,,NEVADA STATE LINE,590,5500,4200,,,,Point
12716,9,395,,MNO,,120.49,,NEVADA STATE LINE,590,5500,4200,,,,Point
12717,2,395,,LAS,R,0,,SIERRA/LASSEN COUNTY LINE,,,,1250,12700,10200,Point
12718,2,395,,LAS,R,0,,SIERRA/LASSEN COUNTY LINE,,,,1250,12700,10200,Point
12719,2,395,,LAS,R,4.615,,JCT. RTE. 70 WEST,1250,12700,10200,590,6900,6400,Point
12720,2,395,,LAS,R,4.615,,JCT. RTE. 70 WEST,1250,12700,10200,590,6900,6400,Point
12721,2,395,,LAS,,29.84,,GARNIER ROAD,580,6700,6200,540,5600,4750,Point
12722,2,395,,LAS,,29.84,,GARNIER ROAD,580,6700,6200,540,5600,4750,Point
12723,2,395,,LAS,,51.87,,STANDISH ROAD,590,6800,5500,590,7200,5800,Point
12724,2,395,,LAS,,51.87,,STANDISH ROAD,590,6800,5500,590,7200,5800,Point
12725,2,395,,LAS,,55.18,,JANESVILLE ROAD,650,7500,5500,640,8300,7100,Point
12726,2,395,,LAS,,55.18,,JANESVILLE ROAD,650,7500,5500,640,8300,7100,Point
12727,2,395,,LAS,R,61.094,,JCT. RTE. 36 WEST,1050,9300,8500,410,5100,4100,Point
12728,2,395,,LAS,R,61.094,,JCT. RTE. 36 WEST,1050,9300,8500,410,5100,4100,Point
12729,2,395,,LAS,,70.12,,"STANDISH, COUNTY ROAD A 3",180,1900,1800,190,1700,1600,Point
12730,2,395,,LAS,,70.12,,"STANDISH, COUNTY ROAD A 3",180,1900,1800,190,1700,1600,Point
12731,2,395,,LAS,,72.943,,"LITCHFIELD, COUNTY ROAD A-27",190,1700,1600,130,1450,1350,Point
12732,2,395,,LAS,,72.943,,"LITCHFIELD, COUNTY ROAD A-27",190,1700,1600,130,1450,1350,Point
12733,2,395,,LAS,R,76.927,,WENDEL ROAD,130,1450,1350,80,1250,1150,Point
12734,2,395,,LAS,R,76.927,,WENDEL ROAD,130,1450,1350,80,1250,1150,Point
12735,2,395,,LAS,,108.455,,RAVENDALE,100,2000,1000,100,2000,980,Point
12736,2,395,,LAS,,108.455,,RAVENDALE,100,2000,1000,100,2000,980,Point
12737,2,395,,LAS,,129.195,,"MADELINE, ASH VALLEY ROAD",100,2000,950,90,1950,940,Point
12738,2,395,,LAS,,129.195,,"MADELINE, ASH VALLEY ROAD",100,2000,950,90,1950,940,Point
12739,2,395,,LAS,,138.979,,LASSEN/MODOC COUNTY LINE,90,1750,940,,,,Point
12740,2,395,,LAS,,138.979,,LASSEN/MODOC COUNTY LINE,90,1750,940,,,,Point
12741,2,395,,MOD,,0.055,,LASSEN/MODOC COUNTY LINE,,,,90,1750,940,Point
12742,2,395,,MOD,,0.055,,LASSEN/MODOC COUNTY LINE,,,,90,1750,940,Point
12743,2,395,,MOD,,3.216,,"LIKELY, JESS VALLEY ROAD",150,2100,1100,90,2200,1250,Point
12744,2,395,,MOD,,3.216,,"LIKELY, JESS VALLEY ROAD",150,2100,1100,90,2200,1250,Point
12745,2,395,,MOD,R,20.975,,GLENN STREET,110,2200,1350,230,2650,1950,Point
12746,2,395,,MOD,R,20.975,,GLENN STREET,110,2200,1350,230,2650,1950,Point
12747,2,395,,MOD,,22.07,,"ALTURAS, FIRST STREET",620,8200,6000,590,8000,5700,Point
12748,2,395,,MOD,,22.07,,"ALTURAS, FIRST STREET",620,8200,6000,590,8000,5700,Point
12749,2,395,,MOD,,22.764,,"ALTURAS, JCT. RTE. 299 WEST",270,7900,5700,420,7400,5200,Point
12750,2,395,,MOD,,22.764,,"ALTURAS, JCT. RTE. 299 WEST",270,7900,5700,420,7400,5200,Point
12751,2,395,,MOD,,23.04,,ALTURAS STATE HIGHWAY MAINTENANCE STATION,340,4650,3300,340,4650,3300,Point
12752,2,395,,MOD,,23.04,,ALTURAS STATE HIGHWAY MAINTENANCE STATION,340,4650,3300,340,4650,3300,Point
12753,2,395,,MOD,,28.285,,JCT. RTE. 299 EAST,160,2400,1700,120,1450,890,Point
12754,2,395,,MOD,,28.285,,JCT. RTE. 299 EAST,160,2400,1700,120,1450,890,Point
12755,2,395,,MOD,,61.563,,OREGON STATE LINE,90,2450,820,,,,Point
12756,2,395,,MOD,,61.563,,OREGON STATE LINE,90,2450,820,,,,Point
12757,12,405,,ORA,,0.23,,"IRVINE, JCT. RTE. 5",,,,10400,145000,140000,Point
12758,12,405,,ORA,,0.23,,"IRVINE, JCT. RTE. 5",,,,10400,145000,140000,Point
12759,12,405,,ORA,,0.949,,IRVINE CENTER DRIVE,10400,145000,140000,11500,156000,151100,Point
12760,12,405,,ORA,,0.949,,IRVINE CENTER DRIVE,10400,145000,140000,11500,156000,151100,Point
12761,12,405,,ORA,,1.804,,"IRVINE, JCT. RTE. 133",11500,156000,151100,13800,173000,168000,Point
12762,12,405,,ORA,,1.804,,"IRVINE, JCT. RTE. 133",11500,156000,151100,13800,173000,168000,Point
12763,12,405,,ORA,,2.876,,"IRVINE, SAND CANYON AVENUE",13800,173000,168000,14000,190000,185000,Point
12764,12,405,,ORA,,2.876,,"IRVINE, SAND CANYON AVENUE",13800,173000,168000,14000,190000,185000,Point
12765,12,405,,ORA,,3.947,,UNIVERSITY DRIVE,14000,190000,185000,15300,184000,180000,Point
12766,12,405,,ORA,,3.947,,UNIVERSITY DRIVE,14000,190000,185000,15300,184000,180000,Point
12767,12,405,,ORA,,5.618,,"IRVINE, CULVER DRIVE",15300,184000,180000,15000,195000,191400,Point
12768,12,405,,ORA,,5.618,,"IRVINE, CULVER DRIVE",15300,184000,180000,15000,195000,191400,Point
12769,12,405,,ORA,,6.917,,"IRVINE, JAMBOREE BOULEVARD",12300,165000,161400,13500,185000,181200,Point
12770,12,405,,ORA,,6.917,,"IRVINE, JAMBOREE BOULEVARD",12300,165000,161400,13500,185000,181200,Point
12771,12,405,,ORA,,7.803,,"IRVINE, MAC ARTHUR BOULEVARD",13500,185000,181200,13000,190000,186000,Point
12772,12,405,,ORA,,7.803,,"IRVINE, MAC ARTHUR BOULEVARD",13500,185000,181200,13000,190000,186000,Point
12773,12,405,,ORA,,8.74,,"COSTA MESA, JCT. RTE. 55",13000,190000,186000,14000,190000,186200,Point
12774,12,405,,ORA,,8.74,,"COSTA MESA, JCT. RTE. 55",13000,190000,186000,14000,190000,186200,Point
12775,12,405,,ORA,,9.508,,"COSTA MESA, BRISTOL STREET",14000,190000,186200,15300,194000,192000,Point
12776,12,405,,ORA,,9.508,,"COSTA MESA, BRISTOL STREET",14000,190000,186200,15300,194000,192000,Point
12777,12,405,,ORA,,10.282,,"COSTA MESA, JCT RTE 73D",15300,194000,192000,20700,269000,261400,Point
12778,12,405,,ORA,,10.282,,"COSTA MESA, JCT RTE 73D",15300,194000,192000,20700,269000,261400,Point
12779,12,405,,ORA,,11.45,,"COSTA MESA, HARBOR BOULEVARD",20700,269000,261400,22000,292000,285000,Point
12780,12,405,,ORA,,11.45,,"COSTA MESA, HARBOR BOULEVARD",20700,269000,261400,22000,292000,285000,Point
12781,12,405,,ORA,,12.47,,"FOUNTAIN VALLEY, EUCLID STREET",22000,292000,285000,21500,272000,265200,Point
12782,12,405,,ORA,,12.47,,"FOUNTAIN VALLEY, EUCLID STREET",22000,292000,285000,21500,272000,265200,Point
12783,12,405,,ORA,,13.78,,"FOUNTAIN VALLEY, BROOKHURST STREET",21500,272000,265200,20000,262000,256000,Point
12784,12,405,,ORA,,13.78,,"FOUNTAIN VALLEY, BROOKHURST STREET",21500,272000,265200,20000,262000,256000,Point
12785,12,405,,ORA,,14.817,,"FOUNTAIN VALLEY, WARNER AVENUE",20000,262000,256000,19000,248000,243000,Point
12786,12,405,,ORA,,14.817,,"FOUNTAIN VALLEY, WARNER AVENUE",20000,262000,256000,19000,248000,243000,Point
12787,12,405,,ORA,,15.21,,"HUNTINGTON BEACH, MAGNOLIA STREET",17500,248000,243000,19800,262000,255000,Point
12788,12,405,,ORA,,15.21,,"HUNTINGTON BEACH, MAGNOLIA STREET",17500,248000,243000,19800,262000,255000,Point
12789,12,405,,ORA,,16.544,,"HUNTINGTON BEACH, JCT. RTE. 39",15400,205000,200000,14200,195000,190500,Point
12790,12,405,,ORA,,16.544,,"HUNTINGTON BEACH, JCT. RTE. 39",15400,205000,200000,14200,195000,190500,Point
12791,12,405,,ORA,,17.753,,"WESTMINSTER, BOLSA AVE NUE/GOLDEN WEST STREET",14000,195000,190500,13500,191000,187400,Point
12792,12,405,,ORA,,17.753,,"WESTMINSTER, BOLSA AVE NUE/GOLDEN WEST STREET",14000,195000,190500,13500,191000,187400,Point
12793,12,405,,ORA,,19.156,,"WESTMINSTER, WESTMINSTER AVENUE",13500,191000,187400,12600,176000,173300,Point
12794,12,405,,ORA,,19.156,,"WESTMINSTER, WESTMINSTER AVENUE",13500,191000,187400,12600,176000,173300,Point
12795,12,405,,ORA,,20.751,,JCT. RTE. 22 EAST,12400,173000,170200,26500,379000,372000,Point
12796,12,405,,ORA,,20.751,,JCT. RTE. 22 EAST,12400,173000,170200,26500,379000,372000,Point
12797,12,405,,ORA,,22.643,,"SEAL BEACH, SEAL BEACH BOULEVARD",26500,379000,372000,30000,413000,386000,Point
12798,12,405,,ORA,,22.643,,"SEAL BEACH, SEAL BEACH BOULEVARD",26500,379000,372000,30000,413000,386000,Point
12799,12,405,,ORA,,24.044,,"SEAL BEACH, JCT. RTE. 605",28000,381000,356100,19000,267000,259000,Point
12800,12,405,,ORA,,24.044,,"SEAL BEACH, JCT. RTE. 605",28000,381000,356100,19000,267000,259000,Point
12801,12,405,,ORA,,24.178,,ORANGE/ LOS ANGELES COUNTY LINE,19000,267000,259000,,,,Point
12802,12,405,,ORA,,24.178,,ORANGE/ LOS ANGELES COUNTY LINE,19000,267000,259000,,,,Point
12803,7,405,,LA,,0.266,,ORANGE/LOS ANGELES COUNTY LINE,,,,17400,272000,249000,Point
12804,7,405,,LA,,0.266,,ORANGE/LOS ANGELES COUNTY LINE,,,,17400,272000,249000,Point
12805,7,405,,LA,,0.448,,"LONG BEACH, STUDEBAKER ROAD",17400,272000,249000,17900,280000,256000,Point
12806,7,405,,LA,,0.448,,"LONG BEACH, STUDEBAKER ROAD",17400,272000,249000,17900,280000,256000,Point
12807,7,405,,LA,,1.112,,"LONG BEACH, PALO VERDE AVENUE",17900,280000,256000,17300,270000,247000,Point
12808,7,405,,LA,,1.112,,"LONG BEACH, PALO VERDE AVENUE",17900,280000,256000,17300,270000,247000,Point
12809,7,405,,LA,,1.64,,"LONG BEACH, WOODRUFF AVENUE",17300,270000,247000,17600,274000,251000,Point
12810,7,405,,LA,,1.64,,"LONG BEACH, WOODRUFF AVENUE",17300,270000,247000,17600,274000,251000,Point
12811,7,405,,LA,,2.184,,"LONG BEACH, BELLFLOWER BOULEVARD",17600,274000,251000,18400,287000,263000,Point
12812,7,405,,LA,,2.184,,"LONG BEACH, BELLFLOWER BOULEVARD",17600,274000,251000,18400,287000,263000,Point
12813,7,405,,LA,,3.324,,"LONG BEACH, LAKEWOOD BOULEVARD",18400,287000,263000,18800,294000,269000,Point
12814,7,405,,LA,,3.324,,"LONG BEACH, LAKEWOOD BOULEVARD",18400,287000,263000,18800,294000,269000,Point
12815,7,405,,LA,,4.879,,"LONG BEACH, CHERRY AVENUE",18800,294000,269000,17600,274000,251000,Point
12816,7,405,,LA,,4.879,,"LONG BEACH, CHERRY AVENUE",18800,294000,269000,17600,274000,251000,Point
12817,7,405,,LA,,5.388,,"SIGNAL HILL, ORANGE AVENUE",17600,274000,251000,19600,306000,280000,Point
12818,7,405,,LA,,5.388,,"SIGNAL HILL, ORANGE AVENUE",17600,274000,251000,19600,306000,280000,Point
12819,7,405,,LA,,6.076,,"LONG BEACH, ATLANTIC AVENUE",19600,306000,280000,18400,287000,263000,Point
12820,7,405,,LA,,6.076,,"LONG BEACH, ATLANTIC AVENUE",19600,306000,280000,18400,287000,263000,Point
12821,7,405,,LA,,6.34,,"SB ON FR WARDLOW/LONG BEACH BLVD and LONG BEACH, LONG BEACH BOULEVARD",18400,287000,263000,18200,284000,260000,Point
12822,7,405,,LA,,6.34,,"SB ON FR WARDLOW/LONG BEACH BLVD and LONG BEACH, LONG BEACH BOULEVARD",18400,287000,263000,18200,284000,260000,Point
12823,7,405,,LA,,7.596,,"LONG BEACH, JCT. RTE. 710",18200,284000,260000,18500,289000,265000,Point
12824,7,405,,LA,,7.596,,"LONG BEACH, JCT. RTE. 710",18200,284000,260000,18500,289000,265000,Point
12825,7,405,,LA,,8.784,,"CARSON, ALAMEDA STREET",18500,289000,265000,16100,251000,230000,Point
12826,7,405,,LA,,8.784,,"CARSON, ALAMEDA STREET",18500,289000,265000,16100,251000,230000,Point
12827,7,405,,LA,,9.556,,"CARSON, WILMINGTON AVENUE",16100,251000,230000,15000,234000,214000,Point
12828,7,405,,LA,,9.556,,"CARSON, WILMINGTON AVENUE",16100,251000,230000,15000,234000,214000,Point
12829,7,405,,LA,,10.541,,"CARSON, CARSON STREET",15000,234000,214000,15400,241000,220000,Point
12830,7,405,,LA,,10.541,,"CARSON, CARSON STREET",15000,234000,214000,15400,241000,220000,Point
12831,7,405,,LA,,11.224,,"CARSON, AVALON BOULEVARD",15400,241000,220000,17900,280000,256000,Point
12832,7,405,,LA,,11.224,,"CARSON, AVALON BOULEVARD",15400,241000,220000,17900,280000,256000,Point
12833,7,405,,LA,,12.97,,"CARSON, JCT. RTE. 110",17900,280000,256000,18100,283000,258000,Point
12834,7,405,,LA,,12.97,,"CARSON, JCT. RTE. 110",17900,280000,256000,18100,283000,258000,Point
12835,7,405,,LA,,13.28,,"LOS ANGELES, VERMONT AVENUE",18100,283000,258000,18900,295000,270000,Point
12836,7,405,,LA,,13.28,,"LOS ANGELES, VERMONT AVENUE",18100,283000,258000,18900,295000,270000,Point
12837,7,405,,LA,,13.826,,"LOS ANGELES, NORMANDIE AVENUE",18900,295000,270000,15600,243000,223000,Point
12838,7,405,,LA,,13.826,,"LOS ANGELES, NORMANDIE AVENUE",18900,295000,270000,15600,243000,223000,Point
12839,7,405,,LA,,14.398,,"LOS ANGELES, WESTERN AVENUE",15600,243000,223000,16000,249000,228000,Point
12840,7,405,,LA,,14.398,,"LOS ANGELES, WESTERN AVENUE",15600,243000,223000,16000,249000,228000,Point
12841,7,405,,LA,,15.447,,"TORRANCE, CRENSHAW BOULEVARD",16000,249000,228000,16600,259000,237000,Point
12842,7,405,,LA,,15.447,,"TORRANCE, CRENSHAW BOULEVARD",16000,249000,228000,16600,259000,237000,Point
12843,7,405,,LA,,16.573,,"TORRANCE, ARTESIA BOULEVARD",16600,259000,237000,16900,264000,242000,Point
12844,7,405,,LA,,16.573,,"TORRANCE, ARTESIA BOULEVARD",16600,259000,237000,16900,264000,242000,Point
12845,7,405,,LA,,17.589,,"LAWNDALE, HAWTHORNE BOULEVARD",16900,264000,242000,17800,278000,254000,Point
12846,7,405,,LA,,17.589,,"LAWNDALE, HAWTHORNE BOULEVARD",16900,264000,242000,17800,278000,254000,Point
12847,7,405,,LA,,18.233,,"LAWNDALE, INGLEWOOD AVENUE",17800,278000,254000,18600,291000,266000,Point
12848,7,405,,LA,,18.233,,"LAWNDALE, INGLEWOOD AVENUE",17800,278000,254000,18600,291000,266000,Point
12849,7,405,,LA,,19.205,,"HAWTHORNE, ROSECRANS AVENUE",18600,291000,266000,20500,321000,293000,Point
12850,7,405,,LA,,19.205,,"HAWTHORNE, ROSECRANS AVENUE",18600,291000,266000,20500,321000,293000,Point
12851,7,405,,LA,,20.216,,"HAWTHORNE, EL SEGUNDO BOULEVARD",20500,321000,293000,16700,261000,238000,Point
12852,7,405,,LA,,20.216,,"HAWTHORNE, EL SEGUNDO BOULEVARD",20500,321000,293000,16700,261000,238000,Point
12853,7,405,,LA,R,21.175,,"LOS ANGELES, JCT. RTE 105",16700,261000,238000,21600,337000,308000,Point
12854,7,405,,LA,R,21.175,,"LOS ANGELES, JCT. RTE 105",16700,261000,238000,21600,337000,308000,Point
